Expert,Node
257,6
258,6
259,6
260,6
261,6
262,6
263,6
264,6
265,6
266,6
267,7
268,7
269,7
270,6
271,7
272,6
273,7
274,7
275,1
276,1
277,1
278,6
279,7
280,1
281,1
282,1
283,1
284,3
285,3
286,7
287,3
288,3
289,2
290,2
291,2
292,7
293,2
294,7
295,4
296,2
297,2
298,2
299,2
300,2
301,4
302,2
303,2
304,2
305,3
306,4
307,2
308,4
309,2
310,3
311,3
312,4
313,3
314,4
315,7
316,3
317,3
318,3
319,3
320,3
321,7
322,3
323,3
324,7
325,3
326,0
327,0
328,7
329,0
330,1
331,2
332,0
333,0
334,2
335,0
336,1
337,0
338,1
339,7
340,0
341,1
342,1
343,1
344,0
345,0
346,0
347,1
348,1
349,0
350,0
351,0
352,1
353,7
354,0
355,0
356,4
357,5
358,5
359,5
360,4
361,5
362,5
363,5
364,5
365,6
366,5
367,5
368,4
369,5
370,5
371,5
372,5
373,6
374,4
375,5
376,5
377,5
378,4
379,4
380,4
381,4
382,4
383,4
384,6
385,0
386,5
387,6
388,6
389,6
390,6
391,6
392,6
393,0
394,6
395,6
396,5
397,7
398,7
399,6
400,7
401,6
402,4
403,6
404,7
405,7
406,6
407,7
408,0
409,7
410,7
411,7
412,6
413,0
414,7
415,6
416,7
417,5
418,6
419,7
420,5
421,7
422,7
423,7
424,7
425,1
426,1
427,1
428,0
429,1
430,1
431,1
432,1
433,1
434,0
435,1
436,1
437,1
438,1
439,1
440,3
441,2
442,2
443,2
444,2
445,2
446,2
447,2
448,2
449,2
450,3
451,3
452,4
453,3
454,2
455,2
456,2
457,3
458,3
459,3
460,3
461,5
462,2
463,4
464,1
465,2
466,1
467,3
468,2
469,1
470,3
471,2
472,3
473,3
474,3
475,3
476,3
477,0
478,3
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,5
488,5
489,5
490,5
491,0
492,5
493,5
494,5
495,5
496,5
497,5
498,4
499,4
500,4
501,4
502,4
503,4
504,5
505,4
506,4
507,4
508,4
509,4
510,4
511,4
512,6
513,2
514,0
515,6
516,6
517,6
518,2
519,2
520,6
521,6
522,6
523,6
524,7
525,6
526,3
527,7
528,7
529,7
530,3
531,3
532,7
533,7
534,3
535,7
536,2
537,2
538,7
539,7
540,2
541,7
542,7
543,7
544,7
545,0
546,1
547,1
548,0
549,1
550,1
551,0
552,2
553,2
554,1
555,2
556,1
557,1
558,1
559,0
560,1
561,1
562,1
563,0
564,2
565,0
566,0
567,0
568,1
569,1
570,1
571,3
572,3
573,1
574,1
575,0
576,3
577,3
578,3
579,3
580,3
581,3
582,3
583,3
584,3
585,0
586,0
587,0
588,5
589,2
590,6
591,5
592,2
593,5
594,2
595,5
596,5
597,5
598,4
599,2
600,5
601,6
602,5
603,2
604,5
605,7
606,5
607,5
608,5
609,5
610,3
611,5
612,5
613,6
614,5
615,4
616,6
617,4
618,7
619,6
620,4
621,4
622,2
623,4
624,0
625,0
626,4
627,4
628,0
629,4
630,4
631,4
632,4
633,6
634,4
635,7
636,4
637,6
638,4
639,4
640,6
641,6
642,6
643,6
644,6
645,7
646,6
647,6
648,6
649,6
650,6
651,6
652,6
653,7
654,6
655,6
656,6
657,6
658,7
659,7
660,7
661,4
662,1
663,1
664,1
665,1
666,1
667,7
668,1
669,4
670,1
671,7
672,1
673,1
674,1
675,3
676,3
677,2
678,7
679,3
680,2
681,2
682,7
683,7
684,1
685,2
686,3
687,3
688,3
689,3
690,4
691,7
692,3
693,3
694,2
695,2
696,3
697,1
698,1
699,2
700,3
701,3
702,3
703,2
704,2
705,7
706,7
707,4
708,3
709,7
710,3
711,2
712,2
713,2
714,1
715,2
716,1
717,2
718,1
719,2
720,2
721,4
722,3
723,7
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,7
738,0
739,0
740,0
741,5
742,4
743,5
744,5
745,5
746,5
747,5
748,4
749,5
750,5
751,5
752,5
753,5
754,4
755,5
756,4
757,5
758,5
759,5
760,5
761,4
762,4
763,4
764,4
765,4
766,4
767,4
