,router_skew,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5,6,7
3453,0.5,harmony,3,6,240,48,24,24,48,48,32,48
3454,0.5,harmony,4,6,264,32,24,32,32,32,40,56
3455,0.5,harmony,5,6,280,32,16,16,32,64,32,40
3456,0.5,harmony,6,6,320,24,24,32,40,32,8,32
3457,0.5,harmony,7,6,312,16,32,48,16,32,32,24
3458,0.5,harmony,8,6,304,24,8,16,32,16,80,32
3459,0.5,harmony,9,6,328,24,64,16,16,24,8,32
3460,0.5,harmony,10,6,288,16,64,32,40,16,16,40
3461,0.5,harmony,11,6,264,16,8,48,64,24,32,56
3462,0.5,harmony,12,6,264,40,24,56,24,56,40,8
3463,0.5,harmony,13,6,336,32,32,16,8,24,32,32
3464,0.5,harmony,14,6,264,40,16,32,48,48,40,24
3465,0.5,harmony,15,6,256,32,104,48,8,16,40,8
3466,0.5,harmony,16,6,288,24,24,32,40,40,24,40
3467,0.5,harmony,17,6,216,56,32,32,48,48,40,40
3468,0.5,harmony,18,6,352,40,24,32,40,0,8,16
3469,0.5,harmony,19,6,296,40,48,16,8,48,16,40
3470,0.5,harmony,20,6,296,40,32,40,40,16,16,32
3471,0.5,harmony,21,6,328,8,64,40,40,8,0,24
3472,0.5,harmony,22,6,280,16,32,16,24,32,48,64
3473,0.5,harmony,23,6,288,32,40,32,16,64,8,32
3474,0.5,harmony,24,6,328,24,24,24,48,0,8,56
3475,0.5,harmony,0,7,288,0,24,48,72,16,32,32
3476,0.5,harmony,1,7,352,16,48,48,0,32,8,8
3477,0.5,harmony,2,7,304,24,8,40,32,32,64,8
3478,0.5,harmony,3,7,280,0,64,64,16,16,40,32
3479,0.5,harmony,4,7,232,40,48,32,56,48,48,8
3480,0.5,harmony,5,7,216,24,32,64,32,40,56,48
3481,0.5,harmony,6,7,312,0,32,32,40,40,24,32
3482,0.5,harmony,7,7,288,40,24,24,24,32,40,40
3483,0.5,harmony,8,7,256,32,56,48,48,8,56,8
3484,0.5,harmony,9,7,336,40,16,8,40,24,24,24
3485,0.5,harmony,10,7,304,24,16,40,24,32,24,48
3486,0.5,harmony,11,7,240,32,48,32,72,32,40,16
3487,0.5,harmony,12,7,304,24,40,24,16,48,32,24
3488,0.5,harmony,13,7,344,0,16,32,40,40,24,16
3489,0.5,harmony,14,7,304,48,64,16,24,0,24,32
3490,0.5,harmony,15,7,224,24,24,56,80,40,16,48
3491,0.5,harmony,16,7,272,56,40,16,16,48,48,16
3492,0.5,harmony,17,7,312,24,16,24,0,48,48,40
3493,0.5,harmony,18,7,296,8,32,32,32,32,72,8
3494,0.5,harmony,19,7,288,32,40,32,32,40,24,24
3495,0.5,harmony,20,7,336,0,16,72,32,16,24,16
3496,0.5,harmony,21,7,336,24,32,48,16,24,8,24
3497,0.5,harmony,22,7,272,48,56,24,8,72,8,24
3498,0.5,harmony,23,7,304,24,24,24,40,24,48,24
3499,0.5,harmony,24,7,296,32,32,48,40,0,40,24
3500,0.5,harmony,0,8,320,24,40,40,16,24,24,24
3501,0.5,harmony,1,8,272,48,48,72,24,24,0,24
3502,0.5,harmony,2,8,272,48,40,24,40,64,8,16
3503,0.5,harmony,3,8,304,24,48,32,24,16,40,24
3504,0.5,harmony,4,8,304,16,40,40,24,24,32,32
3505,0.5,harmony,5,8,288,32,48,24,32,32,32,24
3506,0.5,harmony,6,8,216,8,32,56,72,32,56,40
3507,0.5,harmony,7,8,272,24,56,24,64,24,16,32
3508,0.5,harmony,8,8,264,24,8,56,32,40,24,64
3509,0.5,harmony,9,8,312,32,24,8,16,24,48,48
3510,0.5,harmony,10,8,296,32,8,16,16,64,16,64
3511,0.5,harmony,11,8,296,16,32,16,16,40,48,48
3512,0.5,harmony,12,8,280,32,8,48,24,32,40,48
3513,0.5,harmony,13,8,272,24,24,24,40,40,48,40
3514,0.5,harmony,14,8,280,56,48,8,32,24,16,48
3515,0.5,harmony,15,8,336,32,24,8,40,16,40,16
3516,0.5,harmony,16,8,320,32,8,32,40,40,8,32
3517,0.5,harmony,17,8,312,8,32,48,24,16,56,16
3518,0.5,harmony,18,8,296,32,48,24,24,40,24,24
3519,0.5,harmony,19,8,264,72,8,24,32,40,48,24
3520,0.5,harmony,20,8,288,32,40,16,40,56,32,8
3521,0.5,harmony,21,8,240,72,40,16,40,8,48,48
3522,0.5,harmony,22,8,264,64,32,32,32,40,16,32
3523,0.5,harmony,23,8,288,24,24,32,48,0,56,40
3524,0.5,harmony,24,8,216,48,32,40,40,40,32,64
3525,0.5,harmony,0,9,296,24,64,8,8,56,24,32
3526,0.5,harmony,1,9,288,48,56,32,8,8,32,40
3527,0.5,harmony,2,9,256,16,16,56,48,64,16,40
3528,0.5,harmony,3,9,312,24,32,16,32,48,32,16
3529,0.5,harmony,4,9,304,8,24,48,24,32,24,48
3530,0.5,harmony,5,9,264,48,48,24,24,16,48,40
3531,0.5,harmony,6,9,360,16,16,8,24,32,16,40
3532,0.5,harmony,7,9,264,8,56,40,24,48,40,32
3533,0.5,harmony,8,9,280,56,32,32,48,32,16,16
3534,0.5,harmony,9,9,304,40,16,24,32,8,32,56
3535,0.5,harmony,10,9,296,48,32,24,16,32,48,16
3536,0.5,harmony,11,9,296,24,40,24,48,40,24,16
3537,0.5,harmony,12,9,320,24,24,32,32,40,32,8
3538,0.5,harmony,13,9,256,72,72,8,16,40,8,40
3539,0.5,harmony,14,9,296,16,16,32,40,8,40,64
3540,0.5,harmony,15,9,312,40,8,48,32,32,32,8
3541,0.5,harmony,16,9,232,32,80,40,32,32,32,32
3542,0.5,harmony,17,9,272,48,48,48,16,40,8,32
3543,0.5,harmony,18,9,328,8,32,8,56,24,24,32
3544,0.5,harmony,19,9,304,16,24,48,32,8,40,40
3545,0.5,harmony,20,9,256,48,64,40,32,24,32,16
3546,0.5,harmony,21,9,312,16,16,48,24,32,24,40
3547,0.5,harmony,22,9,328,32,40,24,40,24,8,16
3548,0.5,harmony,23,9,296,48,8,32,56,32,8,32
3549,0.5,harmony,24,9,240,32,64,16,40,48,48,24
3550,0.5,harmony,0,10,328,48,0,16,48,32,16,24
3551,0.5,harmony,1,10,256,16,48,72,16,24,56,24
3552,0.5,harmony,2,10,296,40,40,24,24,48,16,24
3553,0.5,harmony,3,10,296,24,32,48,16,16,32,48
3554,0.5,harmony,4,10,304,40,24,24,40,48,24,8
3555,0.5,harmony,5,10,272,40,40,24,32,24,32,48
3556,0.5,harmony,6,10,272,56,24,8,32,24,40,56
3557,0.5,harmony,7,10,312,16,24,40,32,40,8,40
3558,0.5,harmony,8,10,312,40,16,24,32,40,24,24
3559,0.5,harmony,9,10,216,48,56,24,24,40,56,48
3560,0.5,harmony,10,10,288,16,24,8,56,48,40,32
3561,0.5,harmony,11,10,392,0,8,16,0,56,32,8
3562,0.5,harmony,12,10,264,32,56,32,32,32,40,24
3563,0.5,harmony,13,10,248,16,48,56,40,48,40,16
3564,0.5,harmony,14,10,280,24,40,64,40,32,16,16
3565,0.5,harmony,15,10,296,24,24,32,24,72,24,16
3566,0.5,harmony,16,10,304,16,40,32,32,24,32,32
3567,0.5,harmony,17,10,264,48,24,32,64,32,32,16
3568,0.5,harmony,18,10,248,24,40,24,72,32,16,56
3569,0.5,harmony,19,10,264,32,64,40,48,32,8,24
3570,0.5,harmony,20,10,296,16,24,40,48,24,24,40
3571,0.5,harmony,21,10,320,40,8,8,16,48,56,16
3572,0.5,harmony,22,10,320,56,16,40,24,16,24,16
3573,0.5,harmony,23,10,352,24,16,40,24,24,8,24
3574,0.5,harmony,24,10,264,48,48,48,16,16,56,16
3575,0.5,harmony,0,11,320,24,32,32,48,16,8,32
3576,0.5,harmony,1,11,304,8,32,48,40,40,16,24
3577,0.5,harmony,2,11,240,48,48,64,24,24,40,24
3578,0.5,harmony,3,11,264,64,32,56,32,16,16,32
3579,0.5,harmony,4,11,248,24,8,40,40,24,72,56
3580,0.5,harmony,5,11,336,24,8,32,64,24,8,16
3581,0.5,harmony,6,11,264,40,48,16,40,56,24,24
3582,0.5,harmony,7,11,328,8,40,8,32,24,56,16
3583,0.5,harmony,8,11,280,24,40,48,32,32,32,24
3584,0.5,harmony,9,11,344,24,8,16,24,16,48,32
3585,0.5,harmony,10,11,264,48,16,40,32,40,16,56
3586,0.5,harmony,11,11,240,72,16,40,16,24,56,48
3587,0.5,harmony,12,11,232,40,40,24,56,40,40,40
3588,0.5,harmony,13,11,256,32,32,48,32,32,40,40
3589,0.5,harmony,14,11,312,32,40,16,16,24,40,32
3590,0.5,harmony,15,11,312,40,32,40,16,24,24,24
3591,0.5,harmony,16,11,304,32,16,16,48,32,40,24
3592,0.5,harmony,17,11,264,48,32,32,56,24,24,32
3593,0.5,harmony,18,11,352,8,40,24,8,8,24,48
3594,0.5,harmony,19,11,304,24,24,48,16,40,32,24
3595,0.5,harmony,20,11,272,32,32,80,24,24,8,40
3596,0.5,harmony,21,11,280,16,40,48,32,24,8,64
3597,0.5,harmony,22,11,240,24,40,32,72,16,40,48
3598,0.5,harmony,23,11,280,48,16,24,40,24,48,32
3599,0.5,harmony,24,11,288,56,40,40,24,24,16,24
3600,0.9,deepspeed,0,0,134128,1920,1896,2000,1912,1936,1912,1752
3601,0.9,deepspeed,1,0,134496,1920,1744,1880,2056,1976,1688,1696
3602,0.9,deepspeed,2,0,133984,1904,1848,1896,2096,1896,1952,1880
3603,0.9,deepspeed,3,0,134224,1864,2152,1800,1896,1992,1792,1736
3604,0.9,deepspeed,4,0,134552,1976,1856,1672,1808,1832,2088,1672
3605,0.9,deepspeed,5,0,135056,1600,1784,2016,1840,1584,1744,1832
3606,0.9,deepspeed,6,0,134520,1824,1736,1912,1872,1840,1872,1880
3607,0.9,deepspeed,7,0,134592,1768,1888,1664,1784,1824,1904,2032
3608,0.9,deepspeed,8,0,134080,1728,1784,1856,1976,2136,1832,2064
3609,0.9,deepspeed,9,0,133944,1840,1784,1920,1640,2160,2152,2016
3610,0.9,deepspeed,10,0,134624,1816,1704,1880,2072,1696,1760,1904
3611,0.9,deepspeed,11,0,134360,2152,1592,1792,1816,2184,1800,1760
3612,0.9,deepspeed,12,0,134584,1736,1848,1824,1840,1968,1864,1792
3613,0.9,deepspeed,13,0,134976,1872,1640,1864,1856,1832,1696,1720
3614,0.9,deepspeed,14,0,134984,1736,1696,1656,1960,1744,1824,1856
3615,0.9,deepspeed,15,0,134888,1744,2040,1712,1616,1936,1584,1936
3616,0.9,deepspeed,16,0,134320,1856,1704,1968,2024,1840,1864,1880
3617,0.9,deepspeed,17,0,134400,1768,1872,2040,1840,1768,1880,1888
3618,0.9,deepspeed,18,0,134456,1784,1968,1672,2120,1752,1664,2040
3619,0.9,deepspeed,19,0,134624,1856,1824,1824,1728,1904,1864,1832
3620,0.9,deepspeed,20,0,134560,1840,2024,1952,1888,1688,1624,1880
3621,0.9,deepspeed,21,0,134816,1768,1904,1792,1912,1816,1736,1712
3622,0.9,deepspeed,22,0,134424,1832,1824,1784,1792,1896,1992,1912
3623,0.9,deepspeed,23,0,134792,1672,1824,1872,1640,1824,1880,1952
3624,0.9,deepspeed,24,0,134872,1824,1928,1864,1704,1840,1736,1688
3625,0.9,deepspeed,25,0,134488,1768,1944,1752,1992,1880,1928,1704
3626,0.9,deepspeed,26,0,135016,1760,1888,1760,1712,1808,1712,1800
3627,0.9,deepspeed,27,0,134656,1848,1856,1880,2024,1736,1752,1704
3628,0.9,deepspeed,28,0,134208,1936,1808,1840,1968,1872,1848,1976
3629,0.9,deepspeed,29,0,134472,1776,1880,1768,1984,1984,1864,1728
3630,0.9,deepspeed,30,0,134112,1824,1968,1752,1856,1888,1944,2112
3631,0.9,deepspeed,31,0,134544,1872,1944,1728,1744,1968,1720,1936
3632,0.9,deepspeed,32,0,134544,1864,1808,1896,1776,1744,1944,1880
3633,0.9,deepspeed,33,0,134584,1824,1928,1640,1808,1952,1832,1888
3634,0.9,deepspeed,34,0,135072,1696,1776,1872,1688,1720,1880,1752
3635,0.9,deepspeed,35,0,134216,1896,1912,1928,1704,1856,2088,1856
3636,0.9,deepspeed,36,0,135032,1856,1920,1720,1544,1736,1824,1824
3637,0.9,deepspeed,37,0,134088,1960,1960,1688,2072,1880,1696,2112
3638,0.9,deepspeed,38,0,135240,1624,1752,1816,1752,1840,1792,1640
3639,0.9,deepspeed,39,0,134064,2000,1928,1840,1936,1992,1952,1744
3640,0.9,deepspeed,40,0,134528,1832,2056,1784,1888,1904,1704,1760
3641,0.9,deepspeed,41,0,134208,1856,1904,1936,1792,2088,1904,1768
3642,0.9,deepspeed,42,0,134272,1904,1768,1880,1920,1872,1784,2056
3643,0.9,deepspeed,43,0,134480,1808,1872,1928,1928,1864,1728,1848
3644,0.9,deepspeed,44,0,134448,1744,1832,1808,1848,2048,1872,1856
3645,0.9,deepspeed,45,0,134064,1944,1944,2008,1960,1880,1880,1776
3646,0.9,deepspeed,46,0,134760,1752,1824,1864,1688,1864,1840,1864
3647,0.9,deepspeed,47,0,133928,2136,1672,1952,2040,1688,2048,1992
3648,0.9,deepspeed,48,0,134520,1832,1968,1864,1880,1840,1696,1856
3649,0.9,deepspeed,49,0,134872,1848,1792,1768,1728,1944,1664,1840
3650,0.9,deepspeed,50,0,134168,1752,1840,1992,2056,2056,1824,1768
3651,0.9,deepspeed,51,0,134664,1776,1840,1696,1936,1984,1752,1808
3652,0.9,deepspeed,52,0,133904,2048,1792,2104,2016,1832,1760,2000
3653,0.9,deepspeed,53,0,134696,1720,1832,1984,1696,1912,1736,1880
3654,0.9,deepspeed,54,0,134216,1888,1872,1856,1800,2016,1872,1936
3655,0.9,deepspeed,55,0,134680,1688,1936,1752,1776,1872,2000,1752
3656,0.9,deepspeed,56,0,134192,1872,2016,1640,2008,1840,1952,1936
3657,0.9,deepspeed,57,0,133776,2064,1960,2040,1840,1904,1952,1920
3658,0.9,deepspeed,58,0,133944,1944,2032,1792,2128,1896,1872,1848
3659,0.9,deepspeed,59,0,134376,1864,1968,1776,1912,1872,1904,1784
3660,0.9,deepspeed,60,0,134616,1680,1848,1744,1864,1824,1888,1992
3661,0.9,deepspeed,61,0,134392,1960,2008,1952,1928,1624,1848,1744
3662,0.9,deepspeed,62,0,134288,1936,1688,1936,1848,1896,1968,1896
3663,0.9,deepspeed,63,0,134496,1904,1904,1864,1808,1800,1976,1704
3664,0.9,deepspeed,64,0,134808,1832,1736,1800,1856,1728,1744,1952
3665,0.9,deepspeed,65,0,134512,1760,1776,2032,1816,1720,1824,2016
3666,0.9,deepspeed,66,0,134600,1792,1800,1816,1968,1744,2048,1688
3667,0.9,deepspeed,67,0,134472,1760,1968,1800,1888,1960,1832,1776
3668,0.9,deepspeed,68,0,133888,1864,1952,2048,1960,1712,1984,2048
3669,0.9,deepspeed,69,0,134576,1912,1704,2048,2152,1768,1656,1640
3670,0.9,deepspeed,70,0,134672,1760,1968,1656,1784,1912,1904,1800
3671,0.9,deepspeed,71,0,134616,1776,1920,2008,1728,1568,1840,2000
3672,0.9,deepspeed,72,0,134400,1952,1928,1800,1840,1824,1888,1824
3673,0.9,deepspeed,73,0,134240,1752,1936,2024,1640,1872,1968,2024
3674,0.9,deepspeed,74,0,134544,1736,2080,1728,1608,2056,1792,1912
3675,0.9,deepspeed,75,0,134200,1712,1960,1744,1864,2024,2096,1856
3676,0.9,deepspeed,76,0,134480,1808,2008,1856,1744,2016,1712,1832
3677,0.9,deepspeed,77,0,134704,1776,1776,1648,1976,1896,1824,1856
3678,0.9,deepspeed,78,0,134352,1856,1808,1896,1824,2024,1984,1712
3679,0.9,deepspeed,79,0,134448,1728,1960,1880,1960,1664,1952,1864
3680,0.9,deepspeed,80,0,134872,1504,1800,1744,1912,1752,1880,1992
3681,0.9,deepspeed,81,0,134184,2024,1912,1880,1888,1968,1864,1736
3682,0.9,deepspeed,82,0,134680,1680,1768,1784,1832,1808,1944,1960
3683,0.9,deepspeed,83,0,134072,1920,2000,1784,1760,1896,2056,1968
3684,0.9,deepspeed,84,0,134848,1792,1968,1904,1896,1688,1784,1576
3685,0.9,deepspeed,85,0,134624,1992,1864,1760,1936,1688,1712,1880
3686,0.9,deepspeed,86,0,134232,1976,2000,1696,1904,1920,1936,1792
3687,0.9,deepspeed,87,0,134008,1816,2136,1960,1896,1832,1912,1896
3688,0.9,deepspeed,88,0,119456,1776,1600,1568,1808,1600,1752,1512
3689,0.9,deepspeed,0,1,134648,1904,1904,1680,1672,1840,1896,1912
3690,0.9,deepspeed,1,1,134600,1624,1736,1744,2016,2120,1808,1808
3691,0.9,deepspeed,2,1,134544,1816,1840,1840,1736,1808,1992,1880
3692,0.9,deepspeed,3,1,133944,1904,1784,1672,2192,1984,1968,2008
3693,0.9,deepspeed,4,1,133696,1848,2080,1824,2112,1976,2072,1848
3694,0.9,deepspeed,5,1,134672,1944,1728,1632,1688,1856,1848,2088
3695,0.9,deepspeed,6,1,134536,1784,1920,1848,1792,1928,1808,1840
3696,0.9,deepspeed,7,1,134384,2032,1888,1744,1808,1936,1880,1784
3697,0.9,deepspeed,8,1,134992,1744,1760,1736,1744,1824,1584,2072
3698,0.9,deepspeed,9,1,134816,1856,1688,1704,1696,2056,1912,1728
3699,0.9,deepspeed,10,1,134672,1808,1760,2144,1888,1632,1768,1784
3700,0.9,deepspeed,11,1,134424,2000,1992,1976,1632,1880,1896,1656
3701,0.9,deepspeed,12,1,134336,1680,1808,1760,2120,1968,1784,2000
3702,0.9,deepspeed,13,1,133904,1880,1936,2056,1984,1920,1904,1872
3703,0.9,deepspeed,14,1,134576,1920,1840,1824,1728,1760,1800,2008
3704,0.9,deepspeed,15,1,134208,1960,1792,1728,1992,1936,1984,1856
3705,0.9,deepspeed,16,1,134496,1880,1824,1936,2016,1760,1760,1784
3706,0.9,deepspeed,17,1,134936,1648,1768,1888,1944,1816,1840,1616
3707,0.9,deepspeed,18,1,134464,2016,1792,1720,1864,1928,1832,1840
3708,0.9,deepspeed,19,1,133912,2216,2032,1792,2000,1848,1880,1776
3709,0.9,deepspeed,20,1,134432,1888,1880,2000,1656,1856,1848,1896
3710,0.9,deepspeed,21,1,134440,1776,1808,1920,1952,1888,1800,1872
3711,0.9,deepspeed,22,1,134232,1800,1944,1896,2056,1824,1824,1880
3712,0.9,deepspeed,23,1,134312,1704,2072,1928,1768,1848,1728,2096
3713,0.9,deepspeed,24,1,134768,1856,1848,1648,1720,1944,2024,1648
3714,0.9,deepspeed,25,1,134392,1720,1992,1832,2072,1952,1760,1736
3715,0.9,deepspeed,26,1,134912,1832,1744,1872,1880,1744,1856,1616
3716,0.9,deepspeed,27,1,134032,1944,1952,1952,1872,1896,1984,1824
3717,0.9,deepspeed,28,1,134016,1816,1920,2024,2088,1784,2016,1792
3718,0.9,deepspeed,29,1,134880,1824,1736,1648,1896,1640,1960,1872
3719,0.9,deepspeed,30,1,134264,1952,1920,1960,1832,1976,1832,1720
3720,0.9,deepspeed,31,1,134208,2088,1816,1840,1936,1832,1912,1824
3721,0.9,deepspeed,32,1,134480,1920,1680,1816,1952,1968,1856,1784
3722,0.9,deepspeed,33,1,134232,1840,1992,1904,1960,1840,1944,1744
3723,0.9,deepspeed,34,1,134720,1904,1944,1792,1672,1824,1760,1840
3724,0.9,deepspeed,35,1,134864,1824,1840,1856,1680,1760,1912,1720
3725,0.9,deepspeed,36,1,134024,1960,1792,1880,1688,2024,1976,2112
3726,0.9,deepspeed,37,1,134400,1816,1768,2016,2024,1872,1800,1760
3727,0.9,deepspeed,38,1,134192,1888,1904,1832,1920,2024,1752,1944
3728,0.9,deepspeed,39,1,134624,1792,1872,1840,1928,1952,1688,1760
3729,0.9,deepspeed,40,1,134792,1824,1496,2040,1880,1840,1728,1856
3730,0.9,deepspeed,41,1,134720,1480,2112,1776,1840,1816,1928,1784
3731,0.9,deepspeed,42,1,134632,1968,1888,1472,1712,1928,1976,1880
3732,0.9,deepspeed,43,1,134704,1712,1688,2000,1808,1840,1880,1824
3733,0.9,deepspeed,44,1,134320,1720,1800,2120,1984,1712,1912,1888
3734,0.9,deepspeed,45,1,134136,1856,1912,1872,2144,1680,1896,1960
3735,0.9,deepspeed,46,1,135272,1624,1856,1848,1888,1720,1520,1728
3736,0.9,deepspeed,47,1,134488,1648,1920,1808,1856,1992,1792,1952
3737,0.9,deepspeed,48,1,134184,1864,2112,1848,1688,1832,1808,2120
3738,0.9,deepspeed,49,1,134704,1832,1896,2032,1872,1864,1736,1520
3739,0.9,deepspeed,50,1,134400,1720,2000,1864,2032,1896,1800,1744
3740,0.9,deepspeed,51,1,134712,1888,1768,1952,1872,1912,1648,1704
3741,0.9,deepspeed,52,1,134632,1952,1984,1704,1768,1808,1808,1800
3742,0.9,deepspeed,53,1,134928,1704,1784,1760,1768,2104,1720,1688
3743,0.9,deepspeed,54,1,134088,2048,1768,2096,1896,1848,1784,1928
3744,0.9,deepspeed,55,1,134672,1832,1680,1824,1968,1800,1768,1912
3745,0.9,deepspeed,56,1,134768,1920,1920,1824,1928,1672,1576,1848
3746,0.9,deepspeed,57,1,134224,1848,1776,1992,1976,1912,2040,1688
3747,0.9,deepspeed,58,1,134560,1632,1784,1904,1632,2080,2008,1856
3748,0.9,deepspeed,59,1,134728,1840,1600,2088,1792,1720,1864,1824
3749,0.9,deepspeed,60,1,134064,1824,2184,1832,1928,1768,1904,1952
3750,0.9,deepspeed,61,1,134928,1784,1696,1784,1904,1928,1752,1680
3751,0.9,deepspeed,62,1,134400,1920,1752,1968,1752,2000,1816,1848
3752,0.9,deepspeed,63,1,135016,1560,1560,1856,1808,1880,1784,1992
3753,0.9,deepspeed,64,1,134584,1864,1680,1928,1760,2000,1752,1888
3754,0.9,deepspeed,65,1,134272,1768,1920,1704,2032,1936,1880,1944
3755,0.9,deepspeed,66,1,134256,1920,1976,1864,1896,1856,1936,1752
3756,0.9,deepspeed,67,1,134128,1848,2064,1904,2056,1912,1728,1816
3757,0.9,deepspeed,68,1,134304,1688,1800,1896,2032,2080,1792,1864
3758,0.9,deepspeed,69,1,134152,1904,1792,1944,1960,1904,1984,1816
3759,0.9,deepspeed,70,1,134752,1680,1864,1824,2016,1864,1528,1928
3760,0.9,deepspeed,71,1,134568,1832,1848,1656,1960,1968,1840,1784
3761,0.9,deepspeed,72,1,134040,1832,2048,1944,1784,1888,1912,2008
3762,0.9,deepspeed,73,1,134344,1784,1936,1944,1584,1952,2000,1912
3763,0.9,deepspeed,74,1,134384,1712,1728,1936,1944,1976,1968,1808
3764,0.9,deepspeed,75,1,134424,2000,1864,1880,1632,1960,1744,1952
3765,0.9,deepspeed,76,1,134880,1792,1896,1888,1800,1776,1728,1696
3766,0.9,deepspeed,77,1,134256,1696,2120,1896,1648,2096,1872,1872
3767,0.9,deepspeed,78,1,134112,1968,1784,2208,1888,1880,1848,1768
3768,0.9,deepspeed,79,1,134256,1824,1952,2008,1960,1768,1840,1848
3769,0.9,deepspeed,80,1,134432,1656,2104,1896,1608,1952,1920,1888
3770,0.9,deepspeed,81,1,134584,1944,1880,1640,1920,1968,1768,1752
3771,0.9,deepspeed,82,1,134744,1704,1672,2000,1784,1928,1928,1696
3772,0.9,deepspeed,83,1,134736,1968,1632,1912,1680,1928,1904,1696
3773,0.9,deepspeed,84,1,134328,1816,1968,1800,1872,1888,1896,1888
3774,0.9,deepspeed,85,1,134376,1856,1968,1832,1896,1872,1760,1896
3775,0.9,deepspeed,86,1,134528,1736,1776,2032,1728,1784,1952,1920
3776,0.9,deepspeed,87,1,133920,1976,1808,2040,2032,2016,1792,1872
3777,0.9,deepspeed,88,1,119256,1648,1432,1920,1544,1656,1696,1920
3778,0.9,deepspeed,0,2,134696,2104,1696,1880,1824,1840,1856,1560
3779,0.9,deepspeed,1,2,134624,1784,1832,1736,1808,1872,1960,1840
3780,0.9,deepspeed,2,2,134608,1552,1840,2040,1624,1896,1896,2000
3781,0.9,deepspeed,3,2,134416,1736,1792,1832,1872,1944,2080,1784
3782,0.9,deepspeed,4,2,134320,1880,1944,1816,1808,1808,1776,2104
3783,0.9,deepspeed,5,2,134272,1872,1808,1816,2216,2048,1648,1776
3784,0.9,deepspeed,6,2,134096,2088,1752,2064,1952,1968,1744,1792
3785,0.9,deepspeed,7,2,134464,1888,1976,1768,1856,1776,1888,1840
3786,0.9,deepspeed,8,2,134936,1832,1752,1672,1744,1872,1632,2016
3787,0.9,deepspeed,9,2,134400,1744,1848,1792,2024,1704,2144,1800
3788,0.9,deepspeed,10,2,133920,1896,1920,2032,1920,2144,1944,1680
3789,0.9,deepspeed,11,2,135256,1528,1904,1752,1768,1736,1792,1720
3790,0.9,deepspeed,12,2,133784,1784,1888,2016,1944,1976,2080,1984
3791,0.9,deepspeed,13,2,134720,1744,1728,1696,1792,2072,1840,1864
3792,0.9,deepspeed,14,2,134304,1880,1944,1784,1904,1736,1800,2104
3793,0.9,deepspeed,15,2,134664,1672,1864,1784,1816,1896,2008,1752
3794,0.9,deepspeed,16,2,134456,1880,1760,1824,1912,2000,1824,1800
3795,0.9,deepspeed,17,2,134664,1960,1728,1712,1816,1816,1904,1856
3796,0.9,deepspeed,18,2,134520,1704,1936,1744,1832,1904,1816,2000
3797,0.9,deepspeed,19,2,134808,1752,1792,1832,1720,1936,1848,1768
3798,0.9,deepspeed,20,2,134576,1824,1928,1840,1824,1720,1840,1904
3799,0.9,deepspeed,21,2,134592,1776,1680,1832,1704,2000,1904,1968
3800,0.9,deepspeed,22,2,134400,1872,2008,1712,1584,1944,2216,1720
3801,0.9,deepspeed,23,2,134536,1752,1824,1880,2072,1776,1888,1728
3802,0.9,deepspeed,24,2,133944,2104,1784,1840,1984,1920,1952,1928
3803,0.9,deepspeed,25,2,134704,1712,1880,1936,1880,1736,1840,1768
3804,0.9,deepspeed,26,2,134224,2064,1920,1888,1688,2040,1816,1816
3805,0.9,deepspeed,27,2,134136,1920,2032,1928,1792,1920,1896,1832
3806,0.9,deepspeed,28,2,134024,2024,1896,1864,1944,1944,1952,1808
3807,0.9,deepspeed,29,2,134528,1808,1528,1896,2064,1856,1832,1944
3808,0.9,deepspeed,30,2,135040,1848,1816,1880,1680,1776,1672,1744
3809,0.9,deepspeed,31,2,134680,1824,1808,1696,1968,1760,1912,1808
3810,0.9,deepspeed,32,2,134640,1752,1856,1904,1800,1752,1904,1848
3811,0.9,deepspeed,33,2,134688,1928,1704,1824,1856,1720,1752,1984
3812,0.9,deepspeed,34,2,134480,1872,1720,2072,1824,1776,1856,1856
3813,0.9,deepspeed,35,2,134456,1616,2048,1752,2040,1752,2000,1792
3814,0.9,deepspeed,36,2,134608,1816,1792,1784,1752,1880,1960,1864
3815,0.9,deepspeed,37,2,134448,1880,1976,1920,1760,1752,1856,1864
3816,0.9,deepspeed,38,2,134104,2056,1992,1912,1816,1856,1912,1808
3817,0.9,deepspeed,39,2,134384,1832,1840,1840,1856,1944,1768,1992
3818,0.9,deepspeed,40,2,134288,1912,1776,1984,1824,1840,1824,2008
3819,0.9,deepspeed,41,2,134216,1672,1976,2016,1848,1880,1888,1960
3820,0.9,deepspeed,42,2,134384,1968,1952,1704,1808,1880,1880,1880
3821,0.9,deepspeed,43,2,134432,1992,1712,1896,1760,2000,1696,1968
3822,0.9,deepspeed,44,2,133984,2000,1848,2048,1856,1856,2088,1776
3823,0.9,deepspeed,45,2,134528,1992,1840,1784,1848,1800,1880,1784
3824,0.9,deepspeed,46,2,134472,1832,2048,2096,1936,1832,1656,1584
3825,0.9,deepspeed,47,2,134272,1816,1880,2048,1736,1816,1896,1992
3826,0.9,deepspeed,48,2,134168,1736,1816,1968,1920,1888,1920,2040
3827,0.9,deepspeed,49,2,134680,1960,1792,1776,1800,1792,1856,1800
3828,0.9,deepspeed,50,2,134512,1976,1688,1904,1840,1792,1896,1848
