,dataset,iteration,layer_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
486,wikitext,6,0,210,4806,1382,1724,994,110,1940,457,1580,8597,1364,512,146,1609,2281,402,7156,444,3971,811,1841,227,191,949,363,9946,1611,433,870,199,423,1834,793,1623,842,449,1051,323,559,6244,3112,1878,966,1036,361,64,1113,444,2412,1084,8719,1401,431,711,382,596,250,392,929,756
487,wikitext,7,0,212,5274,1214,1440,717,110,2187,481,1357,8999,1121,509,251,1839,1850,299,7729,384,4335,640,1754,236,99,742,369,10211,1340,424,622,165,395,1541,614,1933,833,369,956,299,517,7015,3076,1907,959,865,251,55,1140,415,2540,819,10051,1026,323,503,328,479,215,426,794,750
488,wikitext,8,0,229,4072,1616,1676,985,111,2760,726,1855,6947,1296,400,207,1130,2844,485,5650,676,3359,852,1792,312,173,1214,654,7802,1374,415,864,181,536,2079,755,2507,1013,397,1305,405,670,5789,3358,1988,1309,1206,443,66,1435,610,2097,1083,9868,1484,535,795,501,654,202,621,836,1100
489,wikitext,9,0,329,4908,1711,1858,1010,110,2121,641,1762,8616,1301,538,190,1580,1926,368,6943,238,4067,826,1767,285,212,1110,442,9165,1242,320,856,206,475,1939,731,1393,1019,330,1138,375,573,6249,3372,1819,1003,1194,421,60,1208,554,2308,1143,8253,1168,413,754,461,523,335,643,1004,798
490,wikitext,10,0,397,4329,1793,1975,1132,110,2254,651,1974,7164,1607,556,272,1216,2136,367,5883,687,3501,845,1681,286,218,1168,495,8462,1669,399,897,231,486,1872,645,2216,1075,513,1399,478,550,6109,3161,2112,1146,1213,316,60,1495,507,2122,845,9233,1307,521,885,422,661,304,568,1031,697
491,wikitext,11,0,162,5376,1542,1670,996,111,2075,437,1591,9065,1073,455,95,1733,1771,434,7423,345,4029,710,1997,198,204,974,393,9935,1357,409,735,267,343,1537,854,1566,775,327,939,344,606,6488,3025,2004,922,1006,286,36,1321,369,2517,878,9319,1183,404,631,354,517,163,480,882,666
492,wikitext,12,0,372,4658,1570,1689,1096,112,2121,484,1861,8055,1369,668,124,1417,1766,290,6374,436,3653,687,1706,229,318,1265,500,9231,1500,411,956,177,386,1743,824,2622,939,433,1094,388,441,6117,3120,1853,1067,1154,356,46,1505,462,2440,974,9149,1596,698,576,426,533,246,500,880,641
493,wikitext,13,0,308,3567,2010,2017,1076,112,2836,696,1756,6609,1560,572,198,1048,3256,582,5234,684,3392,775,1495,293,160,931,569,7942,1522,560,884,149,412,2081,869,2269,1109,481,1216,432,665,5617,3375,1601,1459,1242,610,82,1458,499,2086,1126,9255,1567,609,858,456,656,383,767,1092,1179
494,wikitext,14,0,382,4470,1527,1577,990,124,2141,629,1968,7864,1210,349,235,1452,2852,398,6363,380,3673,827,1641,368,227,1118,443,9238,1961,387,906,177,475,1960,762,914,903,514,1213,458,517,6100,3330,2170,1170,1099,447,82,1447,596,2268,1115,8213,1394,656,753,438,587,370,587,973,916
495,wikitext,15,0,347,4773,1469,1671,919,114,2236,534,1669,8551,1070,484,274,1673,2171,531,6973,465,3930,710,1707,268,219,1007,458,9614,1374,503,849,200,505,2047,756,1259,885,526,1020,364,375,6402,3073,1826,1114,1117,334,76,1147,416,2353,961,9383,1148,597,628,358,573,242,577,746,733
496,wikitext,16,0,390,4292,1792,1574,1204,108,2658,746,1633,7631,1266,414,164,1376,2616,459,5978,456,3648,838,1620,281,199,1189,445,8741,1455,400,910,268,459,1624,710,2054,787,578,1232,417,502,6002,3271,1886,1191,1196,272,82,1315,384,2207,1125,9816,1305,434,930,531,465,288,652,918,920
497,wikitext,17,0,422,4548,1532,1660,906,105,2226,552,1586,7870,1244,533,145,1497,2440,402,6418,606,3897,911,1924,252,225,772,478,9033,1616,403,876,293,562,1672,811,1649,1141,545,1057,364,604,6223,3126,1963,1165,1097,378,82,1332,501,2317,1083,8951,1180,620,654,491,721,203,521,1130,789
498,wikitext,18,0,229,4580,1792,1697,1111,109,2083,695,1820,8076,1311,428,226,1365,2579,418,6726,544,4081,786,1699,275,195,989,406,9708,1514,480,888,153,385,1825,833,1318,1051,588,1192,403,507,6038,3405,1912,1145,1257,421,99,1100,438,2330,950,8432,1274,442,692,356,543,225,464,896,820
499,wikitext,19,0,277,4020,1762,1936,1057,106,2218,546,2079,7186,1234,681,206,1377,2267,440,5537,460,3503,869,1684,363,229,1197,513,8523,1824,486,852,266,481,1831,950,1561,1077,521,1288,453,640,5998,3205,1981,1147,1275,594,72,1392,634,2078,1114,8768,1554,587,941,416,835,408,634,1289,882
500,wikitext,0,1,1402,324,1087,1064,8228,499,3193,631,653,836,42,1314,269,8341,4158,309,2066,833,768,1745,320,1328,800,5343,531,825,2059,1174,942,1985,1665,1644,430,2793,477,2552,1645,2343,82,738,386,6525,1275,168,946,1000,8039,1563,1318,554,170,973,570,3098,574,2230,128,146,769,434
501,wikitext,1,1,1416,387,945,940,8739,387,3228,593,875,869,131,1054,274,8790,4414,296,1852,578,732,1785,298,945,733,6416,292,829,1955,1095,640,2254,1634,1250,442,2474,481,2609,1520,2162,31,533,292,6435,1265,148,815,1217,8251,1984,1341,470,214,930,755,2944,429,2363,236,148,770,419
502,wikitext,2,1,1440,280,1052,986,8194,477,2973,589,671,660,148,1028,354,8375,4355,324,1821,761,801,1782,409,984,859,7738,368,700,1926,1030,792,2197,1822,1395,431,2600,477,2482,1503,2173,34,628,397,6419,1734,113,940,1014,7888,1839,1084,560,135,1026,589,2749,540,2290,117,103,813,335
503,wikitext,3,1,1440,396,1530,1031,7983,434,3029,750,726,919,184,1088,336,8294,3952,453,2233,646,845,1933,423,1179,845,3410,450,659,2431,1553,927,1682,2229,1638,375,3726,643,2405,1865,2330,58,615,498,6554,1139,123,1001,961,7953,1692,1210,439,223,1008,599,2932,588,2228,185,82,689,555
504,wikitext,4,1,1399,303,1016,892,7373,342,2766,526,672,818,171,1030,341,8062,4156,352,1662,794,1021,1668,323,1113,774,9358,351,751,2076,1156,682,2702,1643,1229,491,2837,399,2221,1449,2089,49,693,329,6539,1625,124,853,1055,7596,2009,1207,463,182,943,655,2592,659,2009,200,110,776,628
505,wikitext,5,1,1312,259,942,969,8181,430,3237,588,893,731,96,1097,315,8642,4506,373,1674,702,848,1768,318,920,746,7177,453,818,2119,996,845,2135,1665,1500,476,2358,418,2279,1659,2346,40,610,275,6661,1376,225,935,1048,8099,1722,1103,462,138,863,728,2818,610,2390,177,117,619,497
506,wikitext,6,1,1108,272,899,1004,9255,431,3887,595,677,883,121,1003,259,9389,4427,325,1959,658,833,1920,226,1181,678,4902,398,757,1813,987,762,1504,1650,1384,370,2466,350,2578,1145,2318,36,686,293,7137,1198,145,925,1138,8561,1994,1397,411,161,931,755,2776,426,2441,103,107,752,557
507,wikitext,7,1,909,271,798,815,10233,365,4283,446,585,666,130,826,226,10461,4995,246,1659,603,593,2065,148,833,631,5840,315,614,1608,936,626,1577,1540,1141,478,2350,327,2647,1059,2713,76,511,251,7195,1059,120,581,940,9400,1772,1123,402,106,730,533,2638,477,2673,202,87,435,435
508,wikitext,8,1,1199,391,1197,1041,6785,371,2793,677,662,1000,182,1239,276,7544,4088,403,2204,925,824,1675,308,1237,728,8085,487,752,2097,1491,709,2423,1740,1421,643,3210,554,2226,1425,2194,79,706,302,5966,1639,98,996,1039,7413,1846,1449,435,109,1157,702,2826,667,2145,184,76,866,398
509,wikitext,9,1,1154,348,767,902,9167,365,3590,549,719,887,240,1060,314,9095,4581,332,2110,725,783,1834,458,962,931,4676,473,566,2019,1261,998,1731,1486,1347,403,2243,348,2560,1550,2311,33,675,380,6714,1219,128,1038,982,8512,1464,1291,558,183,1053,730,3041,490,2496,114,55,803,500
510,wikitext,10,1,1383,308,910,1144,7753,372,3121,586,887,851,82,1240,356,8056,4211,328,2016,788,855,1689,495,1076,872,6987,380,1138,2236,1211,725,2039,1877,1597,357,2437,396,2429,1683,2077,108,517,384,6493,1512,88,1120,1161,7451,2034,1313,390,175,919,785,2683,534,2198,138,62,883,408
511,wikitext,11,1,1173,282,800,940,10271,306,3977,468,592,751,117,862,266,10118,4857,264,1661,772,717,2033,222,959,590,5093,397,530,1943,1080,806,1533,1365,1582,378,2053,380,2642,1373,2496,38,435,265,7188,1231,75,793,906,9088,1600,1381,403,154,820,443,2688,478,2416,128,77,690,358
512,wikitext,12,1,1334,388,769,942,8641,377,3372,739,741,785,60,995,283,8654,4485,219,1791,724,932,1761,380,1389,874,6788,525,571,2115,1125,757,1785,1742,1246,433,2046,453,2383,1527,2213,54,590,412,6859,1474,88,790,1017,8019,1812,1266,520,130,1031,667,2892,531,2446,125,100,803,334
513,wikitext,13,1,1322,346,1324,1076,6543,442,2591,673,921,916,120,1152,491,7182,3625,488,2259,960,812,1679,257,1123,824,7326,532,695,2476,1469,799,2366,1965,1527,529,3965,483,2219,1472,2209,124,667,312,5721,1549,205,1048,1237,7328,1903,1203,611,155,1148,660,3072,547,2056,153,80,834,533
514,wikitext,14,1,1443,441,1210,910,8411,421,3126,625,733,847,37,1100,265,8498,4099,386,2116,786,556,1823,317,1174,719,4448,340,726,2277,1281,861,1791,1676,1417,400,3227,383,2593,1492,2435,61,612,309,6574,1260,164,1013,1403,7998,2154,1493,575,185,1014,803,3089,525,2254,93,101,878,356
515,wikitext,15,1,1145,466,871,876,8969,353,3483,722,603,909,99,1044,354,9189,4494,344,2151,617,775,1902,357,1005,650,5612,323,675,2071,1252,884,1894,1559,1339,499,2436,444,2552,1134,2627,53,495,287,7207,1194,125,1077,980,8478,1630,1179,447,177,975,510,2527,420,2356,95,118,839,456
516,wikitext,16,1,1285,353,1263,991,7642,427,3003,715,793,712,96,991,349,8635,4210,368,1754,757,796,1761,310,1064,828,6817,467,748,2106,1223,943,2342,1631,1335,639,3059,430,2325,1438,2281,87,606,256,6535,1537,130,922,966,7974,1690,1246,435,114,994,780,2800,576,2310,156,85,858,360
517,wikitext,17,1,1240,364,1060,1074,8176,376,3449,675,703,819,111,995,317,8549,3972,319,1864,796,805,1875,311,963,790,5503,531,654,1996,1200,853,1802,1818,1438,378,2839,403,2542,1602,2427,62,659,437,6818,1183,89,861,1314,8335,1968,1104,418,129,856,810,3163,567,2618,139,126,687,372
518,wikitext,18,1,1223,282,1183,992,8809,422,3488,723,778,798,88,1108,361,8784,4188,337,1938,783,804,1910,300,1008,780,4834,545,765,2087,1546,723,1578,1590,1408,496,3167,424,2336,1581,2412,54,508,265,6839,1127,97,900,1081,8333,1709,1446,427,122,867,717,2645,604,2490,135,69,933,357
519,wikitext,19,1,1536,429,994,1246,7334,489,2843,611,846,881,97,1136,400,7677,3860,398,1937,821,735,1621,459,1321,936,6310,406,909,2426,1239,967,1945,1799,1638,434,2587,382,2378,1741,2019,50,763,389,6215,1364,106,939,1295,7188,2176,1524,474,170,1273,706,3138,722,2380,143,151,918,433
520,wikitext,0,2,8386,3781,367,784,388,859,1166,212,123,1555,1974,788,1426,540,1542,1477,2705,227,727,502,390,1299,532,9165,486,2157,581,1616,58,342,3464,515,274,1777,80,1543,82,488,405,128,143,5126,1967,135,652,12284,477,315,157,8446,304,1446,3,3362,1708,1170,1496,1580,882,1740
521,wikitext,1,2,8240,3642,467,698,729,667,1025,196,200,1460,2430,843,1090,559,1312,1231,2081,216,594,645,533,1106,767,9622,543,1652,568,1429,42,319,3348,535,319,1718,131,1491,138,448,470,97,130,5482,2229,139,682,12450,644,346,136,8910,273,1396,0,3395,2050,1181,1601,1405,794,1460
522,wikitext,2,2,8356,3787,306,732,496,790,938,184,241,1532,2773,747,1245,504,1440,1433,2159,280,623,405,364,1382,592,9161,486,2154,914,1375,33,154,3494,486,339,1849,307,1650,90,378,435,131,85,5810,2378,192,757,12504,644,287,118,8448,304,722,2,3263,1875,883,1536,1653,663,1435
523,wikitext,3,2,8409,3772,632,721,483,855,990,219,265,1998,1150,939,1201,523,1934,1543,3401,191,666,610,514,1601,564,9124,633,1911,796,1626,66,264,3534,497,265,1678,138,1586,60,527,410,128,215,4193,1907,258,939,11557,493,364,123,8166,343,1103,5,3586,1962,990,1763,1756,764,1393
524,wikitext,4,2,7763,3479,431,933,552,474,1375,132,136,1378,3931,912,1099,520,1161,1313,2614,259,600,657,504,1421,825,8718,429,2189,638,1288,68,248,3876,467,334,1581,116,1978,65,437,432,111,125,5609,2714,183,815,11512,426,249,136,7401,471,952,13,3554,2085,1228,1642,1433,759,1553
525,wikitext,5,2,8748,3591,360,877,445,726,904,122,218,1708,2485,883,1170,441,1417,1219,2355,152,671,533,434,1213,761,9473,358,1791,546,1495,29,184,3666,544,262,1237,134,2120,66,417,384,95,117,5483,2279,162,614,13140,503,302,118,8468,332,1358,3,3014,1758,890,1777,1416,769,1567
526,wikitext,6,2,8259,4152,402,685,424,876,1116,216,168,1594,2151,780,1152,286,1392,1792,2380,208,553,561,438,1282,397,10090,404,2105,779,1348,59,243,2856,425,331,2196,88,1373,64,391,325,116,101,5236,1894,176,754,13373,513,299,131,9465,314,872,6,3303,1621,991,1308,1563,557,1370
527,wikitext,7,2,9442,3321,391,959,454,569,863,169,111,1119,2199,454,1029,545,1159,1202,2052,183,475,459,407,1135,554,11180,563,1709,546,1348,34,167,2732,433,185,1813,273,1441,113,283,337,92,123,5348,2007,149,566,15679,308,212,54,10505,264,857,4,2893,1478,802,1108,1296,697,1454
528,wikitext,8,2,8060,3285,395,727,529,857,1214,232,131,1487,2842,805,1332,473,1514,1211,3017,157,673,642,409,1308,633,8285,723,2596,782,1653,100,198,3508,424,354,1469,89,2005,76,496,433,132,124,5470,2578,187,717,11333,334,307,168,7468,330,1289,8,3612,2292,1116,1777,1619,729,1590
529,wikitext,9,2,8476,3862,473,650,351,832,1075,221,209,1455,1876,834,1189,438,1443,1301,2081,307,605,550,448,1243,719,10078,586,1656,576,1474,73,204,3526,507,231,1965,201,1767,45,409,385,108,133,4927,1789,156,726,13164,305,383,147,9213,484,888,11,3283,1734,1000,1840,1466,743,1483
530,wikitext,10,2,7798,3511,410,645,561,765,1198,171,188,1573,2590,802,1271,542,1876,1549,2235,345,652,574,435,1597,588,8540,554,2267,791,1636,114,141,3546,716,279,1675,149,1682,123,385,413,192,95,5605,2221,171,728,11608,570,263,135,8495,427,1047,4,3224,1658,1173,1648,1750,717,1686
531,wikitext,11,2,8993,3480,497,863,587,679,907,171,138,1179,1904,742,1195,388,1195,1652,1712,228,621,468,400,1148,524,10715,381,2092,532,1570,42,207,2857,456,316,2156,127,1299,105,402,358,99,143,5084,1848,134,693,14463,301,288,132,10436,379,770,5,2931,1263,801,1509,1460,764,1515
532,wikitext,12,2,8613,3574,360,863,479,836,1165,170,134,1580,2438,927,1084,487,1573,1610,1900,240,625,553,393,1229,546,9216,525,2517,923,1561,65,208,3171,494,117,1736,311,1102,87,369,364,152,99,5367,2279,137,660,12795,419,389,132,9189,318,956,1,3076,1351,1137,1701,1482,724,1795
533,wikitext,13,2,8239,3715,588,825,466,985,1423,204,203,1632,2832,755,1470,569,1734,1159,3392,348,667,580,330,1452,790,7994,705,1969,823,1505,41,177,3682,564,328,1224,228,2103,75,557,515,155,174,5173,2346,153,623,10584,505,389,136,6796,357,1162,4,3688,2496,1087,1591,1806,733,1498
534,wikitext,14,2,8127,3936,393,578,419,1026,1016,256,186,1671,2193,773,1312,522,1336,1550,2832,281,628,561,365,1440,688,9336,492,2013,603,1549,56,231,3796,600,300,1985,295,1106,71,439,410,143,108,4669,1975,144,823,11986,557,415,179,9024,317,1025,7,3543,2000,903,1431,1442,691,1551
535,wikitext,15,2,8862,3563,294,737,565,687,1194,227,160,1338,2463,731,1065,661,1109,1545,2404,365,566,581,412,1115,621,10088,536,1944,487,1302,89,174,3117,414,290,2114,74,1595,79,415,426,116,92,5500,2022,151,710,13260,404,245,175,9410,305,957,8,3229,1738,832,1284,1330,799,1328
536,wikitext,16,2,8505,3474,326,578,583,1040,1054,190,177,1526,2826,850,1366,522,1458,1251,2674,336,581,550,521,1360,503,9452,500,2104,582,1324,64,257,3416,521,293,1554,258,1201,171,453,373,94,132,5317,2140,171,777,12451,459,252,208,8302,356,1033,4,3425,1932,1176,1522,1638,847,1294
537,wikitext,17,2,8864,3864,433,802,430,816,1227,153,237,1632,2128,673,1381,440,1454,1536,2504,189,679,455,356,1394,685,9334,614,1682,534,1455,103,227,3460,556,361,1644,462,1851,46,377,414,140,163,4562,2041,178,721,12356,416,289,181,8800,408,953,4,3178,1824,1092,1619,1552,712,1663
538,wikitext,18,2,8542,3834,336,631,402,843,1207,174,142,1656,1697,713,1123,495,1509,1605,2926,283,716,445,310,1399,795,9848,558,1658,689,1601,42,197,3133,465,275,1904,102,2015,172,470,326,148,95,4952,1810,205,651,12733,477,226,166,9204,245,824,0,3205,1842,988,1644,1583,740,1328
539,wikitext,19,2,8131,3386,381,725,437,940,1137,214,114,1623,2480,973,1562,583,1683,1437,2152,368,682,632,443,1360,714,8527,554,1951,662,1719,70,168,3947,473,399,1673,278,1834,107,392,430,237,124,5123,2220,198,758,11308,422,374,132,8260,413,1168,1,3030,1847,1239,1839,1808,725,1737
540,wikitext,0,3,1017,1588,1889,2028,1186,688,266,748,908,2265,1807,433,883,397,1007,3007,906,744,74,8862,779,706,2696,1004,356,321,2752,486,215,496,761,831,282,5020,320,173,1743,573,4058,1713,718,5722,1661,0,1056,161,336,2330,648,315,376,798,3763,388,8689,1232,1882,10967,845,429
541,wikitext,1,3,772,1936,1553,1865,1096,687,256,855,840,2293,1428,388,732,372,1256,3269,906,734,66,8252,680,566,2689,976,448,279,2221,693,212,371,876,906,315,5758,323,125,1774,493,4381,1969,749,6106,1757,6,1031,154,372,2791,625,525,344,708,3187,362,8863,1223,1704,11002,883,301
542,wikitext,2,3,775,1799,1705,1964,1202,670,544,855,877,2368,1493,306,728,442,1011,3292,900,657,78,8289,742,597,2523,1030,344,241,2640,423,198,629,730,818,319,6506,303,185,1661,667,4061,2620,666,5428,1738,0,810,110,290,2451,654,613,321,709,3558,240,8738,1123,1927,10696,648,392
543,wikitext,3,3,961,1031,2450,2385,1066,641,341,895,1004,2417,1624,382,886,621,859,2827,789,831,143,8554,793,715,2526,1150,494,341,2869,423,202,296,1144,892,253,5642,286,175,1702,739,3894,1342,915,5699,1905,1,798,194,347,2470,647,312,332,793,2742,467,8452,1447,1582,11434,867,315
544,wikitext,4,3,827,2644,1821,1953,1110,510,494,967,808,2296,1540,340,764,293,960,3974,1047,696,80,7654,774,515,2444,787,313,270,2183,563,188,447,763,1065,317,7360,238,178,1516,451,3695,2471,859,4998,1695,0,861,157,284,2479,988,566,223,626,3327,288,8984,1253,1900,10377,879,244
545,wikitext,5,3,683,1822,1600,2131,1030,448,309,833,1038,2212,1740,337,827,397,985,3956,1026,722,71,9201,726,617,2367,981,375,323,2412,443,206,414,730,1102,364,6685,281,215,1634,449,3990,1835,589,5772,1626,0,840,94,249,2338,627,495,384,561,3666,363,8687,1200,1857,10396,798,245
546,wikitext,6,3,871,1667,1676,1724,942,698,245,655,990,1760,1741,304,899,399,1172,2899,816,554,89,9255,755,588,2305,769,365,321,2309,613,189,485,961,737,246,4766,240,119,1958,482,4775,1628,772,6303,1583,0,869,161,274,2468,549,248,374,662,3576,291,10030,1345,1883,11845,830,274
547,wikitext,7,3,656,1875,1425,1332,942,573,160,698,715,1743,1764,210,655,261,999,2905,714,388,44,11513,932,559,2298,750,384,260,1986,506,129,289,616,736,182,5256,217,119,1973,352,5295,1449,604,7018,1432,0,702,127,185,2167,567,446,344,593,4103,197,10342,1323,1873,11451,625,345
548,wikitext,8,3,1017,1400,2312,1992,1167,715,222,889,1041,2192,1423,421,806,495,902,3700,1147,752,55,7568,589,572,2501,966,459,319,2697,647,277,471,972,850,298,6545,233,143,1406,524,3623,2508,809,5244,1638,0,852,153,299,2121,808,457,287,848,4018,321,8080,1466,1940,10920,941,286
549,wikitext,9,3,801,1628,1522,2134,1302,679,197,1015,1093,1980,1791,430,817,332,896,2887,797,701,56,9737,852,750,2358,1091,382,321,2472,641,179,280,879,881,294,4547,229,187,1840,389,4575,1191,740,6446,1408,1,670,232,280,2363,385,322,357,719,3599,494,9221,1228,1801,11666,996,243
550,wikitext,10,3,867,1547,1840,1998,1489,583,278,901,1084,1978,1499,391,1087,489,1172,3330,1030,641,93,8472,778,775,2697,983,388,370,2520,639,217,396,849,1020,298,5855,274,214,1649,476,3782,2186,699,5617,1983,2,795,139,295,2292,794,438,339,674,3186,276,8393,1313,1986,10732,841,375
551,wikitext,11,3,785,1383,1375,1788,910,550,151,620,914,1500,2086,235,894,372,1040,2752,880,756,65,11053,1038,655,2558,697,395,356,1891,358,187,335,759,765,226,4391,171,98,2126,456,4927,1405,702,6883,1403,0,578,105,271,2206,620,403,288,515,4393,261,10226,1128,1757,11351,971,340
552,wikitext,12,3,1144,1789,1309,2023,1378,634,327,744,803,1959,1777,419,891,493,955,3211,995,689,62,9292,734,653,2701,785,387,265,2722,457,184,499,677,808,240,4783,304,132,1900,442,4121,2479,692,5929,1585,1,950,109,248,2290,667,382,383,625,3927,336,9307,1172,1873,10694,644,323
553,wikitext,13,3,906,1856,2459,2398,1016,581,205,1007,1135,2996,1341,535,807,449,981,4242,901,846,89,6674,597,634,2965,1097,507,369,2610,479,238,496,962,1072,591,7156,311,152,1267,442,3325,1596,861,4995,1752,4,1232,163,271,2303,759,494,344,961,3152,303,7580,1190,1641,10718,924,367
554,wikitext,14,3,938,2253,1915,2087,1607,688,248,931,971,2368,1669,428,641,494,1460,2548,926,783,56,8915,787,588,2541,922,335,215,2630,527,191,381,961,872,282,4496,227,221,1914,529,4215,1298,784,5883,1741,0,922,139,283,2639,657,249,295,819,2976,302,8802,1659,1615,11129,981,371
555,wikitext,15,3,844,1909,1703,2092,1010,614,413,847,808,1948,1738,351,786,405,995,2634,773,719,58,9273,824,633,2682,795,311,310,2211,581,245,296,642,990,296,5028,195,128,1878,429,4571,1337,691,6390,1790,0,865,135,293,2491,673,327,327,746,3632,201,9703,1173,1945,11536,834,250
556,wikitext,16,3,971,2265,1954,2067,1096,618,180,1112,736,2393,1643,502,759,421,1051,3669,794,913,38,8989,732,693,2561,1044,438,328,2309,426,197,426,768,740,224,5459,277,206,1700,595,3851,1876,882,5424,1478,2,915,153,244,2190,612,551,323,645,3450,386,8918,1155,2046,10761,867,281
557,wikitext,17,3,870,1633,1714,1979,1266,626,240,774,1012,2237,1566,390,949,464,1212,2654,905,798,87,9100,744,519,2725,1139,472,302,2349,511,156,341,920,917,297,6365,351,107,1734,563,4206,1624,645,6223,1637,1,912,152,347,2380,676,349,305,728,3210,281,8780,1225,1686,10796,726,427
558,wikitext,18,3,771,1446,1911,2161,1255,508,245,1136,850,2150,1686,306,765,442,992,2830,837,712,100,8850,923,681,2819,960,403,222,2593,586,288,357,930,928,292,5135,263,145,1955,455,4456,1264,712,6153,1721,0,825,115,363,2347,536,292,374,741,3549,372,9068,1232,1684,11433,812,367
559,wikitext,19,3,998,1842,1670,1952,1462,636,329,1111,1087,2316,1531,353,1017,488,1275,3030,983,725,111,8049,705,758,2367,1094,462,291,2378,683,383,490,1020,1110,259,6053,322,152,1600,473,3679,2032,826,5189,2106,0,1059,128,289,2298,622,421,570,736,3597,342,7840,1293,1901,10557,938,316
560,wikitext,0,4,1209,231,2752,63,5,116,613,263,280,4247,157,1183,118,695,3322,309,2252,989,3255,1643,1136,4428,1950,86,365,34,14,2093,2441,7803,49,598,1796,976,95,1636,5264,1354,568,924,593,169,2770,297,2054,527,534,613,189,903,508,1206,1430,736,7399,1409,43,2109,1139,16364
561,wikitext,1,4,1252,164,3149,72,15,188,577,247,163,3509,141,1126,81,539,3733,462,2151,1463,3161,1877,1043,3809,1576,76,358,13,7,2432,2253,8256,40,766,1896,652,217,1488,5452,1262,549,842,739,150,2605,346,1743,410,498,662,203,946,470,1510,1118,526,7825,1298,63,2200,1009,16926
562,wikitext,2,4,1180,184,3160,98,4,157,531,133,192,3558,140,1105,66,537,4330,338,1620,1248,3235,1844,992,4029,1406,53,331,27,34,2107,2341,7744,47,580,1704,833,178,1626,5080,1441,541,878,758,157,2304,283,1752,401,539,680,175,818,398,1269,1224,547,8723,1860,43,2002,1041,17698
563,wikitext,3,4,1185,215,2448,50,12,166,517,280,218,3448,259,1204,104,644,2774,516,3257,1100,3102,1869,901,4632,1428,146,458,18,14,1611,2717,7831,45,1248,2204,803,100,2055,4757,2037,687,924,615,243,2898,359,2265,536,546,597,170,731,718,1318,1566,840,6437,1079,82,2162,1235,15923
564,wikitext,4,4,1394,208,3092,37,37,143,744,141,147,3816,113,1182,37,573,4648,289,2049,1240,2864,1565,1015,3653,1704,245,404,31,11,2568,2362,6672,50,871,1618,690,57,1559,5832,1476,566,847,622,195,2552,311,2187,373,619,480,151,1074,327,1093,1174,678,9340,2256,101,1913,968,15340
565,wikitext,5,4,1010,203,2908,77,1,138,546,214,181,3648,110,1078,101,435,4067,327,2324,1384,3048,1957,900,4295,1559,111,369,65,17,2396,2994,7475,80,755,1677,748,74,1788,5108,1233,533,952,544,228,2201,348,1965,432,434,609,164,973,417,1414,1159,800,8733,1464,38,1796,804,16895
566,wikitext,6,4,1182,142,2784,46,3,230,454,188,198,3843,77,1097,88,440,2463,374,2235,883,3844,1657,992,4166,1523,159,351,40,11,1756,2346,9663,29,655,1666,668,145,1500,4635,1401,564,943,648,180,2204,250,1642,390,505,639,175,746,416,1431,1481,490,7617,1418,89,1908,1139,19495
567,wikitext,7,4,1222,112,3261,72,16,119,457,189,183,3874,85,975,119,474,3071,388,1863,814,4042,1723,838,3342,1373,62,310,29,6,2030,1801,9458,54,560,1224,667,35,1548,5550,1004,479,758,519,117,2208,228,1544,331,376,405,141,713,361,1510,1024,629,8891,1387,34,1500,1000,21199
568,wikitext,8,4,1535,166,3211,45,31,108,563,189,177,3753,109,1027,70,541,3496,434,2819,1161,2693,1470,1124,4168,2210,114,361,32,11,2717,2433,6251,35,706,1963,874,84,1668,4985,1812,476,958,723,164,2843,254,2102,543,565,622,222,979,463,1070,1411,997,9142,2052,80,2194,1275,14023
569,wikitext,9,4,993,232,2856,127,18,135,536,189,200,3798,197,1089,109,493,2697,430,2204,1214,3648,1756,1204,3438,1791,71,358,49,4,1764,2385,8808,41,817,1751,862,38,1561,5147,1415,485,784,699,119,2319,373,1765,466,573,604,212,993,601,1299,1273,837,7509,1366,35,1711,1393,18463
570,wikitext,10,4,1441,193,2860,69,7,193,598,211,166,4172,162,1193,79,508,3329,405,2322,1231,3025,1633,1197,4462,1839,103,385,35,11,2095,2840,7402,44,759,1587,1006,61,1908,4973,1129,645,1058,617,189,2919,377,1953,367,467,628,222,900,538,1061,1464,706,7903,1252,60,1757,1199,16389
571,wikitext,11,4,876,180,2761,26,10,94,475,272,144,3834,121,1113,68,479,2465,371,2416,993,3941,1882,773,3568,1424,125,342,48,9,1890,1907,9527,14,813,1378,745,58,1450,5261,940,450,801,569,146,2299,276,1617,369,560,577,159,841,400,1525,1048,471,8400,1212,53,1684,950,21104
572,wikitext,12,4,1353,157,2831,113,6,161,551,293,210,3571,164,1220,74,475,3501,366,2009,1066,3244,1605,1144,4174,1443,86,269,20,13,2068,2464,8504,51,478,1445,609,77,1665,5045,1300,547,1032,679,131,2366,351,1680,409,648,584,173,813,498,1312,1511,588,8419,1942,13,1669,991,18123
573,wikitext,13,4,1294,130,3164,82,7,110,519,172,188,3268,159,1220,170,503,4003,254,2771,1548,2541,1505,1132,4331,1591,102,368,35,23,2826,2852,6114,30,1026,2251,885,30,1812,4611,2003,416,960,611,138,3470,277,2224,537,634,607,180,983,395,1226,1381,720,8665,1765,68,2285,1429,13703
