,dataset,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5,6,7
3300,random,harmony,0,2,65536,65536,65536,65536,65536,65536,65536,65536
3301,random,harmony,1,2,65536,65536,65536,65536,65536,65536,65536,65536
3302,random,harmony,2,2,65536,65536,65536,65536,65536,65536,65536,65536
3303,random,harmony,3,2,65536,65536,65536,65536,65536,65536,65536,65536
3304,random,harmony,4,2,65536,65536,65536,65536,65536,65536,65536,65536
3305,random,harmony,5,2,65536,65536,65536,65536,65536,65536,65536,65536
3306,random,harmony,6,2,65536,65536,65536,65536,65536,65536,65536,65536
3307,random,harmony,7,2,65536,65536,65536,65536,65536,65536,65536,65536
3308,random,harmony,8,2,65536,65536,65536,65536,65536,65536,65536,65536
3309,random,harmony,9,2,65536,65536,65536,65536,65536,65536,65536,65536
3310,random,harmony,10,2,65536,65536,65536,65536,65536,65536,65536,65536
3311,random,harmony,11,2,65536,65536,65536,65536,65536,65536,65536,65536
3312,random,harmony,12,2,65536,65536,65536,65536,65536,65536,65536,65536
3313,random,harmony,13,2,65536,65536,65536,65536,65536,65536,65536,65536
3314,random,harmony,14,2,65536,65536,65536,65536,65536,65536,65536,65536
3315,random,harmony,15,2,65536,65536,65536,65536,65536,65536,65536,65536
3316,random,harmony,16,2,65536,65536,65536,65536,65536,65536,65536,65536
3317,random,harmony,17,2,65536,65536,65536,65536,65536,65536,65536,65536
3318,random,harmony,18,2,65536,65536,65536,65536,65536,65536,65536,65536
3319,random,harmony,19,2,65536,65536,65536,65536,65536,65536,65536,65536
3320,random,harmony,20,2,65536,65536,65536,65536,65536,65536,65536,65536
3321,random,harmony,21,2,65536,65536,65536,65536,65536,65536,65536,65536
3322,random,harmony,22,2,65536,65536,65536,65536,65536,65536,65536,65536
3323,random,harmony,23,2,65536,65536,65536,65536,65536,65536,65536,65536
3324,random,harmony,24,2,65536,65536,65536,65536,65536,65536,65536,65536
3325,random,harmony,25,2,65536,65536,65536,65536,65536,65536,65536,65536
3326,random,harmony,26,2,65536,65536,65536,65536,65536,65536,65536,65536
3327,random,harmony,27,2,65536,65536,65536,65536,65536,65536,65536,65536
3328,random,harmony,28,2,65536,65536,65536,65536,65536,65536,65536,65536
3329,random,harmony,29,2,65536,65536,65536,65536,65536,65536,65536,65536
3330,random,harmony,0,3,65536,65536,65536,65536,65536,65536,65536,65536
3331,random,harmony,1,3,65536,65536,65536,65536,65536,65536,65536,65536
3332,random,harmony,2,3,65536,65536,65536,65536,65536,65536,65536,65536
3333,random,harmony,3,3,65536,65536,65536,65536,65536,65536,65536,65536
3334,random,harmony,4,3,65536,65536,65536,65536,65536,65536,65536,65536
3335,random,harmony,5,3,65536,65536,65536,65536,65536,65536,65536,65536
3336,random,harmony,6,3,65536,65536,65536,65536,65536,65536,65536,65536
3337,random,harmony,7,3,65536,65536,65536,65536,65536,65536,65536,65536
3338,random,harmony,8,3,65536,65536,65536,65536,65536,65536,65536,65536
3339,random,harmony,9,3,65536,65536,65536,65536,65536,65536,65536,65536
3340,random,harmony,10,3,65536,65536,65536,65536,65536,65536,65536,65536
3341,random,harmony,11,3,65536,65536,65536,65536,65536,65536,65536,65536
3342,random,harmony,12,3,65536,65536,65536,65536,65536,65536,65536,65536
3343,random,harmony,13,3,65536,65536,65536,65536,65536,65536,65536,65536
3344,random,harmony,14,3,65536,65536,65536,65536,65536,65536,65536,65536
3345,random,harmony,15,3,65536,65536,65536,65536,65536,65536,65536,65536
3346,random,harmony,16,3,65536,65536,65536,65536,65536,65536,65536,65536
3347,random,harmony,17,3,65536,65536,65536,65536,65536,65536,65536,65536
3348,random,harmony,18,3,65536,65536,65536,65536,65536,65536,65536,65536
3349,random,harmony,19,3,65536,65536,65536,65536,65536,65536,65536,65536
3350,random,harmony,20,3,65536,65536,65536,65536,65536,65536,65536,65536
3351,random,harmony,21,3,65536,65536,65536,65536,65536,65536,65536,65536
3352,random,harmony,22,3,65536,65536,65536,65536,65536,65536,65536,65536
3353,random,harmony,23,3,65536,65536,65536,65536,65536,65536,65536,65536
3354,random,harmony,24,3,65536,65536,65536,65536,65536,65536,65536,65536
3355,random,harmony,25,3,65536,65536,65520,65536,65536,65472,65616,65536
3356,random,harmony,26,3,65536,65536,65536,65536,65536,65536,65536,65536
3357,random,harmony,27,3,65536,65536,65536,65536,65536,65536,65536,65536
3358,random,harmony,28,3,65536,65536,65536,65536,65536,65536,65536,65536
3359,random,harmony,29,3,65536,65536,65536,65536,65536,65536,65536,65536
3360,random,harmony,0,4,65536,65536,65536,65536,65536,65536,65536,65536
3361,random,harmony,1,4,65536,65536,65536,65536,65536,65536,65536,65536
3362,random,harmony,2,4,65536,65536,65536,65536,65536,65536,65536,65536
3363,random,harmony,3,4,65536,65536,65536,65536,65536,65536,65536,65536
3364,random,harmony,4,4,65536,65536,65536,65536,65536,65536,65536,65536
3365,random,harmony,5,4,65536,65536,65536,65536,65536,65536,65536,65536
3366,random,harmony,6,4,65536,65536,65536,65536,65536,65536,65536,65536
3367,random,harmony,7,4,65536,65536,65536,65536,65536,65536,65536,65536
3368,random,harmony,8,4,65536,65536,65536,65536,65536,65536,65536,65536
3369,random,harmony,9,4,65536,65536,65536,65536,65536,65536,65536,65536
3370,random,harmony,10,4,65536,65536,65536,65536,65536,65536,65536,65536
3371,random,harmony,11,4,65536,65536,65536,65536,65536,65536,65536,65536
3372,random,harmony,12,4,65536,65536,65536,65536,65536,65536,65536,65536
3373,random,harmony,13,4,65536,65536,65536,65536,65536,65536,65536,65536
3374,random,harmony,14,4,65536,65536,65536,65536,65536,65536,65536,65536
3375,random,harmony,15,4,65536,65536,65536,65536,65536,65536,65536,65536
3376,random,harmony,16,4,65536,65536,65536,65536,65536,65536,65536,65536
3377,random,harmony,17,4,65536,65536,65536,65536,65536,65536,65536,65536
3378,random,harmony,18,4,65536,65536,65536,65536,65536,65536,65536,65536
3379,random,harmony,19,4,65536,65536,65536,65536,65536,65536,65536,65536
3380,random,harmony,20,4,65536,65536,65536,65536,65536,65536,65536,65536
3381,random,harmony,21,4,65536,65536,65536,65536,65536,65536,65536,65536
3382,random,harmony,22,4,65536,65536,65536,65536,65536,65536,65536,65536
3383,random,harmony,23,4,65536,65536,65536,65536,65536,65536,65536,65536
3384,random,harmony,24,4,65536,65536,65536,65536,65536,65536,65536,65536
3385,random,harmony,25,4,65536,65536,65536,65536,65536,65536,65536,65536
3386,random,harmony,26,4,65536,65536,65536,65536,65536,65536,65536,65536
3387,random,harmony,27,4,65536,65536,65536,65536,65536,65536,65536,65536
3388,random,harmony,28,4,65536,65536,65536,65536,65536,65536,65536,65536
3389,random,harmony,29,4,65536,65536,65536,65536,65536,65536,65536,65536
3390,random,harmony,0,5,65536,65536,65536,65536,65536,65536,65536,65536
3391,random,harmony,1,5,65536,65536,65536,65536,65536,65536,65536,65536
3392,random,harmony,2,5,65536,65536,65536,65536,65536,65536,65536,65536
3393,random,harmony,3,5,65536,65536,65536,65536,65536,65536,65536,65536
3394,random,harmony,4,5,65536,65536,65536,65536,65536,65536,65536,65536
3395,random,harmony,5,5,65536,65536,65536,65536,65536,65536,65536,65536
3396,random,harmony,6,5,65536,65536,65536,65536,65536,65536,65536,65536
3397,random,harmony,7,5,65536,65536,65536,65536,65536,65536,65536,65536
3398,random,harmony,8,5,65536,65536,65536,65536,65536,65536,65536,65536
3399,random,harmony,9,5,65536,65536,65536,65536,65536,65536,65536,65536
3400,random,harmony,10,5,65536,65536,65536,65536,65536,65536,65536,65536
3401,random,harmony,11,5,65536,65536,65536,65536,65536,65536,65536,65536
3402,random,harmony,12,5,65536,65536,65536,65536,65536,65536,65536,65536
3403,random,harmony,13,5,65536,65536,65536,65536,65536,65536,65536,65536
3404,random,harmony,14,5,65536,65536,65536,65536,65536,65536,65536,65536
3405,random,harmony,15,5,65536,65536,65536,65536,65536,65536,65536,65536
3406,random,harmony,16,5,65536,65536,65536,65536,65536,65536,65536,65536
3407,random,harmony,17,5,65536,65536,65536,65536,65536,65536,65536,65536
3408,random,harmony,18,5,65536,65536,65536,65536,65536,65536,65536,65536
3409,random,harmony,19,5,65536,65536,65536,65536,65536,65536,65536,65536
3410,random,harmony,20,5,65536,65536,65536,65536,65536,65536,65536,65536
3411,random,harmony,21,5,65536,65536,65536,65536,65536,65536,65536,65536
3412,random,harmony,22,5,65536,65536,65536,65536,65536,65536,65536,65536
3413,random,harmony,23,5,65536,65536,65536,65536,65536,65536,65536,65536
3414,random,harmony,24,5,65536,65536,65536,65536,65536,65536,65536,65536
3415,random,harmony,25,5,65536,65536,65536,65536,65536,65536,65536,65536
3416,random,harmony,26,5,65536,65536,65536,65536,65536,65536,65536,65536
3417,random,harmony,27,5,65536,65536,65536,65416,65536,65536,65656,65536
3418,random,harmony,28,5,65536,65536,65536,65536,65536,65536,65536,65536
3419,random,harmony,29,5,65536,65536,65536,65536,65536,65536,65536,65536
3420,random,harmony,0,6,0,0,512,0,0,0,0,0
3421,random,harmony,1,6,0,0,512,0,0,0,0,0
3422,random,harmony,2,6,0,0,512,0,0,0,0,0
3423,random,harmony,3,6,0,0,512,0,0,0,0,0
3424,random,harmony,4,6,0,0,512,0,0,0,0,0
3425,random,harmony,5,6,0,0,512,0,0,0,0,0
3426,random,harmony,6,6,0,0,512,0,0,0,0,0
3427,random,harmony,7,6,0,0,512,0,0,0,0,0
3428,random,harmony,8,6,0,0,512,0,0,0,0,0
3429,random,harmony,9,6,0,0,512,0,0,0,0,0
3430,random,harmony,10,6,0,0,512,0,0,0,0,0
3431,random,harmony,11,6,0,0,512,0,0,0,0,0
3432,random,harmony,12,6,0,0,512,0,0,0,0,0
3433,random,harmony,13,6,0,0,512,0,0,0,0,0
3434,random,harmony,14,6,0,0,512,0,0,0,0,0
3435,random,harmony,15,6,0,0,512,0,0,0,0,0
3436,random,harmony,16,6,0,0,512,0,0,0,0,0
3437,random,harmony,17,6,0,0,512,0,0,0,0,0
3438,random,harmony,18,6,0,0,512,0,0,0,0,0
3439,random,harmony,19,6,0,0,512,0,0,0,0,0
3440,random,harmony,20,6,0,0,512,0,0,0,0,0
3441,random,harmony,21,6,0,0,512,0,0,0,0,0
3442,random,harmony,22,6,0,0,512,0,0,0,0,0
3443,random,harmony,23,6,0,0,512,0,0,0,0,0
3444,random,harmony,24,6,0,0,512,0,0,0,0,0
3445,random,harmony,25,6,0,0,512,0,0,0,0,0
3446,random,harmony,26,6,0,0,512,0,0,0,0,0
3447,random,harmony,27,6,0,0,512,0,0,0,0,0
3448,random,harmony,28,6,0,0,512,0,0,0,0,0
3449,random,harmony,29,6,0,0,512,0,0,0,0,0
3450,random,harmony,0,7,0,0,0,0,512,0,0,0
3451,random,harmony,1,7,0,0,0,0,512,0,0,0
3452,random,harmony,2,7,0,0,0,0,512,0,0,0
3453,random,harmony,3,7,0,0,0,0,512,0,0,0
3454,random,harmony,4,7,0,0,0,0,512,0,0,0
3455,random,harmony,5,7,0,0,0,0,512,0,0,0
3456,random,harmony,6,7,0,0,0,0,512,0,0,0
3457,random,harmony,7,7,0,0,0,0,512,0,0,0
3458,random,harmony,8,7,0,0,0,0,512,0,0,0
3459,random,harmony,9,7,0,0,0,0,512,0,0,0
3460,random,harmony,10,7,0,0,0,0,512,0,0,0
3461,random,harmony,11,7,0,0,0,0,512,0,0,0
3462,random,harmony,12,7,0,0,0,0,512,0,0,0
3463,random,harmony,13,7,0,0,0,0,512,0,0,0
3464,random,harmony,14,7,0,0,0,0,512,0,0,0
3465,random,harmony,15,7,0,0,0,0,512,0,0,0
3466,random,harmony,16,7,0,0,0,0,512,0,0,0
3467,random,harmony,17,7,0,0,0,0,512,0,0,0
3468,random,harmony,18,7,0,0,0,0,512,0,0,0
3469,random,harmony,19,7,0,0,0,0,512,0,0,0
3470,random,harmony,20,7,0,0,0,0,512,0,0,0
3471,random,harmony,21,7,0,0,0,0,512,0,0,0
3472,random,harmony,22,7,0,0,0,0,512,0,0,0
3473,random,harmony,23,7,0,0,0,0,512,0,0,0
3474,random,harmony,24,7,0,0,0,0,512,0,0,0
3475,random,harmony,25,7,0,0,0,0,512,0,0,0
3476,random,harmony,26,7,0,0,0,0,512,0,0,0
3477,random,harmony,27,7,0,0,0,0,512,0,0,0
3478,random,harmony,28,7,0,0,0,0,512,0,0,0
3479,random,harmony,29,7,0,0,0,0,512,0,0,0
3480,random,harmony,0,8,0,0,0,0,0,512,0,0
3481,random,harmony,1,8,0,0,0,0,0,512,0,0
3482,random,harmony,2,8,0,0,0,0,0,512,0,0
3483,random,harmony,3,8,0,0,0,0,0,512,0,0
3484,random,harmony,4,8,0,0,0,0,0,512,0,0
3485,random,harmony,5,8,0,0,0,0,0,512,0,0
3486,random,harmony,6,8,0,0,0,0,0,512,0,0
3487,random,harmony,7,8,0,0,0,0,0,512,0,0
3488,random,harmony,8,8,0,0,0,0,0,512,0,0
3489,random,harmony,9,8,0,0,0,0,0,512,0,0
3490,random,harmony,10,8,0,0,0,0,0,512,0,0
3491,random,harmony,11,8,0,0,0,0,0,512,0,0
3492,random,harmony,12,8,0,0,0,0,0,512,0,0
3493,random,harmony,13,8,0,0,0,0,0,512,0,0
3494,random,harmony,14,8,0,0,0,0,0,512,0,0
3495,random,harmony,15,8,0,0,0,0,0,512,0,0
3496,random,harmony,16,8,0,0,0,0,0,512,0,0
3497,random,harmony,17,8,0,0,0,0,0,512,0,0
3498,random,harmony,18,8,0,0,0,0,0,512,0,0
3499,random,harmony,19,8,0,0,0,0,0,512,0,0
3500,random,harmony,20,8,0,0,0,0,0,512,0,0
3501,random,harmony,21,8,0,0,0,0,0,512,0,0
3502,random,harmony,22,8,0,0,0,0,0,512,0,0
3503,random,harmony,23,8,0,0,0,0,0,512,0,0
3504,random,harmony,24,8,0,0,0,0,0,512,0,0
3505,random,harmony,25,8,0,0,0,0,0,512,0,0
3506,random,harmony,26,8,0,0,0,0,0,512,0,0
3507,random,harmony,27,8,0,0,0,0,0,512,0,0
3508,random,harmony,28,8,0,0,0,0,0,512,0,0
3509,random,harmony,29,8,0,0,0,0,0,512,0,0
3510,random,harmony,0,9,0,0,0,512,0,0,0,0
3511,random,harmony,1,9,0,0,0,512,0,0,0,0
3512,random,harmony,2,9,0,0,0,512,0,0,0,0
3513,random,harmony,3,9,0,0,0,512,0,0,0,0
3514,random,harmony,4,9,0,0,0,512,0,0,0,0
3515,random,harmony,5,9,0,0,0,512,0,0,0,0
3516,random,harmony,6,9,0,0,0,512,0,0,0,0
3517,random,harmony,7,9,0,0,0,512,0,0,0,0
3518,random,harmony,8,9,0,0,0,512,0,0,0,0
3519,random,harmony,9,9,0,0,0,512,0,0,0,0
3520,random,harmony,10,9,0,0,0,512,0,0,0,0
3521,random,harmony,11,9,0,0,0,512,0,0,0,0
3522,random,harmony,12,9,0,0,0,512,0,0,0,0
3523,random,harmony,13,9,0,0,0,512,0,0,0,0
3524,random,harmony,14,9,0,0,0,512,0,0,0,0
3525,random,harmony,15,9,0,0,0,512,0,0,0,0
3526,random,harmony,16,9,0,0,0,512,0,0,0,0
3527,random,harmony,17,9,0,0,0,512,0,0,0,0
3528,random,harmony,18,9,0,0,0,512,0,0,0,0
3529,random,harmony,19,9,0,0,0,512,0,0,0,0
3530,random,harmony,20,9,0,0,0,512,0,0,0,0
3531,random,harmony,21,9,0,0,0,512,0,0,0,0
3532,random,harmony,22,9,0,0,0,512,0,0,0,0
3533,random,harmony,23,9,0,0,0,512,0,0,0,0
3534,random,harmony,24,9,0,0,0,512,0,0,0,0
3535,random,harmony,25,9,0,0,0,512,0,0,0,0
3536,random,harmony,26,9,0,0,0,512,0,0,0,0
3537,random,harmony,27,9,0,0,0,512,0,0,0,0
3538,random,harmony,28,9,0,0,0,512,0,0,0,0
3539,random,harmony,29,9,0,0,0,512,0,0,0,0
3540,random,harmony,0,10,496,0,0,0,16,0,0,0
3541,random,harmony,1,10,464,0,0,0,48,0,0,0
3542,random,harmony,2,10,496,0,0,0,16,0,0,0
3543,random,harmony,3,10,488,0,0,0,24,0,0,0
3544,random,harmony,4,10,496,0,0,0,16,0,0,0
3545,random,harmony,5,10,488,0,0,0,24,0,0,0
3546,random,harmony,6,10,496,0,0,0,16,0,0,0
3547,random,harmony,7,10,480,0,0,0,32,0,0,0
3548,random,harmony,8,10,496,0,0,0,16,0,0,0
3549,random,harmony,9,10,448,0,0,0,64,0,0,0
3550,random,harmony,10,10,488,0,0,0,24,0,0,0
3551,random,harmony,11,10,488,0,0,0,24,0,0,0
3552,random,harmony,12,10,472,0,0,0,40,0,0,0
3553,random,harmony,13,10,472,0,0,0,40,0,0,0
3554,random,harmony,14,10,496,0,0,0,16,0,0,0
3555,random,harmony,15,10,496,0,0,0,16,0,0,0
3556,random,harmony,16,10,496,0,0,0,16,0,0,0
3557,random,harmony,17,10,480,0,0,0,32,0,0,0
3558,random,harmony,18,10,496,0,0,0,16,0,0,0
3559,random,harmony,19,10,504,0,0,0,8,0,0,0
3560,random,harmony,20,10,488,0,0,0,24,0,0,0
3561,random,harmony,21,10,480,0,0,0,32,0,0,0
3562,random,harmony,22,10,496,0,0,0,16,0,0,0
3563,random,harmony,23,10,496,0,0,0,16,0,0,0
3564,random,harmony,24,10,488,0,0,0,24,0,0,0
3565,random,harmony,25,10,504,0,0,0,8,0,0,0
3566,random,harmony,26,10,512,0,0,0,0,0,0,0
3567,random,harmony,27,10,488,0,0,0,24,0,0,0
3568,random,harmony,28,10,456,0,0,0,56,0,0,0
3569,random,harmony,29,10,480,0,0,0,32,0,0,0
3570,random,harmony,0,11,0,0,504,8,0,0,0,0
3571,random,harmony,1,11,0,0,496,16,0,0,0,0
3572,random,harmony,2,11,0,0,512,0,0,0,0,0
3573,random,harmony,3,11,0,0,512,0,0,0,0,0
3574,random,harmony,4,11,0,0,512,0,0,0,0,0
3575,random,harmony,5,11,0,0,512,0,0,0,0,0
3576,random,harmony,6,11,0,8,496,8,0,0,0,0
3577,random,harmony,7,11,0,0,512,0,0,0,0,0
3578,random,harmony,8,11,0,0,504,8,0,0,0,0
3579,random,harmony,9,11,0,0,512,0,0,0,0,0
3580,random,harmony,10,11,0,0,512,0,0,0,0,0
3581,random,harmony,11,11,0,0,504,8,0,0,0,0
3582,random,harmony,12,11,0,0,496,16,0,0,0,0
3583,random,harmony,13,11,0,0,496,16,0,0,0,0
3584,random,harmony,14,11,0,0,512,0,0,0,0,0
3585,random,harmony,15,11,0,0,512,0,0,0,0,0
3586,random,harmony,16,11,0,8,464,40,0,0,0,0
3587,random,harmony,17,11,0,0,512,0,0,0,0,0
3588,random,harmony,18,11,0,0,496,16,0,0,0,0
3589,random,harmony,19,11,0,0,512,0,0,0,0,0
3590,random,harmony,20,11,0,0,504,8,0,0,0,0
3591,random,harmony,21,11,0,8,504,0,0,0,0,0
3592,random,harmony,22,11,0,8,496,8,0,0,0,0
3593,random,harmony,23,11,0,0,504,8,0,0,0,0
3594,random,harmony,24,11,0,0,504,8,0,0,0,0
3595,random,harmony,25,11,0,0,504,8,0,0,0,0
3596,random,harmony,26,11,0,0,512,0,0,0,0,0
3597,random,harmony,27,11,0,0,496,16,0,0,0,0
3598,random,harmony,28,11,0,0,512,0,0,0,0,0
3599,random,harmony,29,11,0,0,512,0,0,0,0,0
3600,wikitext,deepspeed,0,0,34725,37717,98446,33803,98846,38400,28265,154086
3601,wikitext,deepspeed,1,0,34804,37146,95402,37346,98307,39826,28141,153316
3602,wikitext,deepspeed,2,0,35445,38432,98121,34437,102566,39539,30513,145235
3603,wikitext,deepspeed,3,0,34117,36504,99377,33958,101934,39945,28794,149659
3604,wikitext,deepspeed,4,0,36461,37269,98479,36689,101182,39786,30266,144156
3605,wikitext,deepspeed,5,0,35993,36804,98783,35385,99299,39411,29270,149343
3606,wikitext,deepspeed,6,0,34733,37015,97440,35376,100133,38865,28441,152285
3607,wikitext,deepspeed,7,0,37882,39194,97005,37046,98303,41081,30297,143480
3608,wikitext,deepspeed,8,0,36652,38644,97130,36804,99760,39202,31096,145000
3609,wikitext,deepspeed,9,0,36005,36449,97921,35947,100401,38662,30117,148786
3610,wikitext,deepspeed,10,0,33276,36130,98445,35503,98936,40381,27964,153653
3611,wikitext,deepspeed,11,0,33353,35223,105148,33546,104278,36744,26994,149002
3612,wikitext,deepspeed,12,0,36220,36777,95879,37255,97657,38857,28322,153321
3613,wikitext,deepspeed,13,0,33591,37142,100617,34977,101588,36916,29642,149815
3614,wikitext,deepspeed,14,0,34362,36397,101313,33891,104194,36381,28631,149119
3615,wikitext,deepspeed,15,0,35358,38462,97867,35332,98162,41328,29583,148196
3616,wikitext,deepspeed,16,0,38201,39879,94157,37477,98478,42056,29600,144440
3617,wikitext,deepspeed,17,0,34339,36233,98873,35567,102679,39655,28994,147948
3618,wikitext,deepspeed,18,0,33615,35617,100508,35077,102095,37492,27841,152043
3619,wikitext,deepspeed,19,0,35952,37286,94541,38837,97097,39360,27789,153426
3620,wikitext,deepspeed,20,0,36417,40331,95722,37181,98223,39126,30765,146523
3621,wikitext,deepspeed,21,0,36209,37076,98601,36121,101840,41296,31216,141929
3622,wikitext,deepspeed,22,0,33980,35483,101692,33747,101958,38696,28815,149917
3623,wikitext,deepspeed,23,0,37583,38929,99117,36888,100167,41480,32024,138100
3624,wikitext,deepspeed,24,0,34952,38802,97881,36767,100867,37597,29782,147640
3625,wikitext,deepspeed,25,0,33882,36737,101391,34953,103007,36932,26702,150684
3626,wikitext,deepspeed,26,0,39087,42597,94190,38333,94621,42253,34034,139173
3627,wikitext,deepspeed,27,0,35873,38959,98030,36167,100467,42153,29719,142920
3628,wikitext,deepspeed,28,0,36473,39126,93391,38875,96387,41032,29394,149610
3629,wikitext,deepspeed,29,0,33786,35313,101580,35749,102122,35822,26039,153877
3630,wikitext,deepspeed,0,1,32777,99699,35226,98693,108373,69165,37883,42472
3631,wikitext,deepspeed,1,1,34214,97884,34499,97040,105782,73228,38458,43183
3632,wikitext,deepspeed,2,1,34015,102267,35618,100530,108670,62006,38422,42760
3633,wikitext,deepspeed,3,1,32146,102372,35344,101446,109361,64119,37352,42148
3634,wikitext,deepspeed,4,1,33446,101402,36388,99235,109582,60843,39421,43971
3635,wikitext,deepspeed,5,1,32988,100369,34613,99434,108699,66513,39692,41980
3636,wikitext,deepspeed,6,1,32124,99321,35122,100575,107883,67562,39045,42656
3637,wikitext,deepspeed,7,1,35630,98786,37088,97502,107454,62080,39737,46011
3638,wikitext,deepspeed,8,1,33073,100081,37084,98958,107654,63016,41262,43160
3639,wikitext,deepspeed,9,1,32971,101536,35960,99769,108463,63592,39041,42956
3640,wikitext,deepspeed,10,1,33709,100546,32610,98614,108888,71620,36532,41769
3641,wikitext,deepspeed,11,1,31629,104887,32863,104714,112825,58017,38558,40795
3642,wikitext,deepspeed,12,1,34479,97962,34357,98362,106640,68811,40855,42822
3643,wikitext,deepspeed,13,1,33217,100859,35986,100844,109171,63211,36782,44218
3644,wikitext,deepspeed,14,1,31441,103204,34079,102579,109186,63610,38624,41565
3645,wikitext,deepspeed,15,1,32695,99394,35886,97388,107936,67259,39155,44575
3646,wikitext,deepspeed,16,1,34703,99770,38255,95382,105606,64035,41399,45138
3647,wikitext,deepspeed,17,1,33205,103311,35592,101209,107309,60956,39089,43617
3648,wikitext,deepspeed,18,1,30896,103749,32597,104119,110879,65186,37017,39845
3649,wikitext,deepspeed,19,1,35028,98897,35334,95703,103065,73695,39819,42747
3650,wikitext,deepspeed,20,1,35374,100109,37762,98970,104444,63699,38919,45011
3651,wikitext,deepspeed,21,1,34051,102267,35910,100234,107917,58482,40033,45394
3652,wikitext,deepspeed,22,1,31931,102847,34097,103422,110051,62564,37731,41645
3653,wikitext,deepspeed,23,1,34412,100511,36630,98924,109491,59521,40252,44547
3654,wikitext,deepspeed,24,1,34502,101464,35616,99366,106802,63701,38525,44312
3655,wikitext,deepspeed,25,1,30709,104163,33295,103333,112268,64301,35597,40622
3656,wikitext,deepspeed,26,1,38015,96397,39355,95047,102649,64245,42091,46489
3657,wikitext,deepspeed,27,1,33337,102161,36108,101581,109460,59308,39013,43320
3658,wikitext,deepspeed,28,1,34760,97151,36426,95295,103395,69336,41519,46406
3659,wikitext,deepspeed,29,1,32532,105020,32688,102248,110000,65556,37000,39244
3660,wikitext,deepspeed,0,2,25843,67963,136632,145707,37941,22062,69504,18636
3661,wikitext,deepspeed,1,2,26958,69390,140176,143765,39254,21754,65532,17459
3662,wikitext,deepspeed,2,2,27439,69882,129491,146909,38011,23497,70972,18087
3663,wikitext,deepspeed,3,2,24373,69692,134694,147562,36044,21618,71581,18724
3664,wikitext,deepspeed,4,2,25756,70347,127655,147992,38033,23609,71618,19278
3665,wikitext,deepspeed,5,2,25439,69752,133428,146572,38361,23367,68367,19002
3666,wikitext,deepspeed,6,2,25933,68491,136918,145989,38442,21905,67937,18673
3667,wikitext,deepspeed,7,2,25367,73074,127391,143679,40171,25041,70349,19216
3668,wikitext,deepspeed,8,2,25243,71036,126924,146060,38379,24199,73771,18676
3669,wikitext,deepspeed,9,2,26034,70713,131860,145142,36906,23177,72213,18243
3670,wikitext,deepspeed,10,2,24415,68247,141936,145871,36321,21560,67736,18202
3671,wikitext,deepspeed,11,2,24212,64569,135779,154629,36047,21813,70340,16899
3672,wikitext,deepspeed,12,2,25191,70679,136642,144298,38664,22904,67308,18602
3673,wikitext,deepspeed,13,2,24630,69741,132661,147717,39184,21826,69862,18667
3674,wikitext,deepspeed,14,2,24146,68612,134866,149951,35130,22993,70463,18127
3675,wikitext,deepspeed,15,2,26179,69207,135490,145406,38378,22558,67619,19451
3676,wikitext,deepspeed,16,2,28874,74851,127615,139399,38693,23715,72159,18982
3677,wikitext,deepspeed,17,2,25998,69220,133134,146048,37715,21697,72447,18029
3678,wikitext,deepspeed,18,2,23674,66020,138899,150673,35561,21397,71401,16663
3679,wikitext,deepspeed,19,2,24505,69636,137642,142112,39232,23242,69366,18553
3680,wikitext,deepspeed,20,2,24691,72226,129322,143491,38383,24944,71567,19664
3681,wikitext,deepspeed,21,2,26290,70022,126158,146527,39240,23997,71828,20226
3682,wikitext,deepspeed,22,2,23544,69991,133078,147939,37329,21704,71657,19046
3683,wikitext,deepspeed,23,2,26734,73451,121649,146542,38742,24967,71807,20396
3684,wikitext,deepspeed,24,2,24630,71432,131370,145024,39129,22805,71146,18752
3685,wikitext,deepspeed,25,2,24499,65676,137606,150777,36656,22146,69138,17790
3686,wikitext,deepspeed,26,2,26735,75688,121846,139853,42174,26474,71025,20493
3687,wikitext,deepspeed,27,2,27251,69830,125915,146234,37734,24213,73873,19238
3688,wikitext,deepspeed,28,2,25917,72679,133238,140944,39234,24308,68392,19576
3689,wikitext,deepspeed,29,2,22315,66012,139213,150492,36373,21579,71100,17204
3690,wikitext,deepspeed,0,3,22449,14554,46928,58627,154718,32721,110572,83719
3691,wikitext,deepspeed,1,3,22191,14382,45468,57045,153521,31590,117587,82504
3692,wikitext,deepspeed,2,3,22663,14632,45730,58738,157306,33480,106552,85187
3693,wikitext,deepspeed,3,3,21641,14679,46864,58217,157821,31547,108369,85150
3694,wikitext,deepspeed,4,3,23597,14770,47205,59884,155263,33117,106550,83902
3695,wikitext,deepspeed,5,3,22420,14235,46253,59388,155046,32673,109251,85022
3696,wikitext,deepspeed,6,3,21753,14285,47140,57619,157486,32208,110985,82812
3697,wikitext,deepspeed,7,3,23374,15314,47811,61606,150049,34361,108090,83683
3698,wikitext,deepspeed,8,3,24512,15025,46080,61250,152174,33389,109449,82409
3699,wikitext,deepspeed,9,3,23561,14299,44997,59480,158310,33300,107456,82885
3700,wikitext,deepspeed,10,3,21186,13945,46807,58172,156418,31686,111508,84566
3701,wikitext,deepspeed,11,3,21602,12968,43604,56882,169140,30010,105046,85036
