,dataset,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5
1674,random,harmony,4,11,32768,32768,32665,32768,32674,32965
1675,random,harmony,5,11,32768,32768,32768,32926,32884,32494
1676,random,harmony,6,11,32768,32768,32738,32768,32768,32798
1677,random,harmony,7,11,32703,32768,32373,32768,33802,32194
1678,random,harmony,8,11,32768,32768,32617,32700,32987,32768
1679,random,harmony,9,11,32604,32768,32768,32338,32768,33362
1680,wikitext,deepspeed,0,0,21594,17816,15831,14362,12947,15754
1681,wikitext,deepspeed,1,0,22052,17115,16011,14939,13311,14876
1682,wikitext,deepspeed,2,0,21698,17712,15250,14859,13046,15739
1683,wikitext,deepspeed,3,0,21755,19075,15925,14153,12877,14519
1684,wikitext,deepspeed,4,0,21135,16459,14806,15441,13459,17004
1685,wikitext,deepspeed,5,0,22371,17200,15170,14813,12970,15780
1686,wikitext,deepspeed,6,0,21800,18696,16630,14141,12470,14567
1687,wikitext,deepspeed,7,0,21991,18957,15962,14472,12027,14895
1688,wikitext,deepspeed,8,0,20977,16899,14781,15456,13595,16596
1689,wikitext,deepspeed,9,0,23066,17977,15605,14222,13082,14352
1690,wikitext,deepspeed,10,0,21779,17070,15506,15343,12977,15629
1691,wikitext,deepspeed,11,0,23025,18068,16469,13779,12364,14599
1692,wikitext,deepspeed,12,0,22018,16784,16293,14987,12977,15245
1693,wikitext,deepspeed,13,0,20987,17301,14505,15151,13538,16822
1694,wikitext,deepspeed,14,0,21672,17739,16466,13816,13724,14887
1695,wikitext,deepspeed,15,0,22283,18281,16199,14139,12417,14985
1696,wikitext,deepspeed,16,0,22028,17215,15508,14365,12929,16259
1697,wikitext,deepspeed,17,0,21407,18093,15872,14628,13044,15260
1698,wikitext,deepspeed,18,0,22192,18464,16307,14140,13057,14144
1699,wikitext,deepspeed,19,0,21187,16574,15937,14800,13492,16314
1700,wikitext,deepspeed,0,1,17917,19845,15307,14369,21774,9092
1701,wikitext,deepspeed,1,1,18379,19906,15457,13136,22218,9208
1702,wikitext,deepspeed,2,1,17322,19749,17003,13545,21988,8697
1703,wikitext,deepspeed,3,1,18238,19964,13559,15884,21570,9089
1704,wikitext,deepspeed,4,1,16107,19257,19286,13100,21800,8754
1705,wikitext,deepspeed,5,1,17542,20021,16527,13351,21906,8957
1706,wikitext,deepspeed,6,1,19011,20894,13208,12983,23199,9009
1707,wikitext,deepspeed,7,1,19371,21804,13128,12842,22843,8316
1708,wikitext,deepspeed,8,1,16116,19360,18317,14198,21183,9130
1709,wikitext,deepspeed,9,1,18448,21074,14075,12956,22286,9465
1710,wikitext,deepspeed,10,1,17315,19621,17159,13478,21946,8785
1711,wikitext,deepspeed,11,1,19560,21667,13153,12742,22930,8252
1712,wikitext,deepspeed,12,1,18088,19904,16309,12687,22257,9059
1713,wikitext,deepspeed,13,1,16154,18768,17867,15160,21117,9238
1714,wikitext,deepspeed,14,1,18167,19666,13934,14296,22943,9298
1715,wikitext,deepspeed,15,1,18397,20969,14723,13138,22604,8473
1716,wikitext,deepspeed,16,1,17184,19717,16848,13831,21691,9033
1717,wikitext,deepspeed,17,1,17936,19603,14603,14168,22527,9467
1718,wikitext,deepspeed,18,1,18698,20301,14166,13976,22224,8939
1719,wikitext,deepspeed,19,1,17209,18682,16918,13791,21670,10034
1720,wikitext,deepspeed,0,2,17621,11908,16626,8756,29702,13691
1721,wikitext,deepspeed,1,2,17324,11001,16581,8695,31148,13555
1722,wikitext,deepspeed,2,2,17362,11609,16615,9159,31223,12336
1723,wikitext,deepspeed,3,2,18344,12158,17099,8823,28215,13665
1724,wikitext,deepspeed,4,2,16653,13066,16328,9397,29170,13690
1725,wikitext,deepspeed,5,2,17699,11326,16284,8925,31186,12884
1726,wikitext,deepspeed,6,2,17892,11255,17145,8165,31942,11905
1727,wikitext,deepspeed,7,2,17398,9757,17643,7702,34951,10853
1728,wikitext,deepspeed,8,2,16917,12666,16687,8986,28686,14362
1729,wikitext,deepspeed,9,2,17604,10624,17057,9144,30943,12932
1730,wikitext,deepspeed,10,2,16820,12436,16663,9160,29891,13334
1731,wikitext,deepspeed,11,2,17494,10105,17611,8175,33522,11397
1732,wikitext,deepspeed,12,2,17774,11437,17183,7903,31466,12541
1733,wikitext,deepspeed,13,2,18280,13506,15786,9431,26879,14422
1734,wikitext,deepspeed,14,2,17608,11988,16773,9145,29880,12910
1735,wikitext,deepspeed,15,2,17627,11490,16768,8640,31969,11810
1736,wikitext,deepspeed,16,2,17453,12414,16667,8334,30209,13227
1737,wikitext,deepspeed,17,2,18458,11439,16384,9311,29707,13005
1738,wikitext,deepspeed,18,2,17767,11512,17097,9010,30519,12399
1739,wikitext,deepspeed,19,2,17088,12552,16168,9770,28919,13807
1740,wikitext,deepspeed,0,3,12583,18120,9811,15474,12947,29369
1741,wikitext,deepspeed,1,3,12153,17403,9135,16920,14116,28577
1742,wikitext,deepspeed,2,3,12759,17196,9367,17870,12760,28352
1743,wikitext,deepspeed,3,3,13191,17516,9809,16069,13288,28431
1744,wikitext,deepspeed,4,3,13430,17348,8484,18054,12887,28101
1745,wikitext,deepspeed,5,3,12106,19262,8864,17285,12630,28157
1746,wikitext,deepspeed,6,3,11228,18128,8699,15912,13227,31110
1747,wikitext,deepspeed,7,3,10119,19453,8093,16195,13248,31196
1748,wikitext,deepspeed,8,3,12947,17269,9498,17102,12381,29107
1749,wikitext,deepspeed,9,3,12351,18444,9326,15012,12847,30324
1750,wikitext,deepspeed,10,3,12565,18204,9763,16603,13054,28115
1751,wikitext,deepspeed,11,3,9976,20133,8470,15324,13171,31230
1752,wikitext,deepspeed,12,3,12110,18784,9387,15886,12853,29284
1753,wikitext,deepspeed,13,3,14559,16865,9992,16874,12834,27180
1754,wikitext,deepspeed,14,3,14006,17920,9117,15015,13297,28949
1755,wikitext,deepspeed,15,3,12188,17732,8888,15494,13655,30347
1756,wikitext,deepspeed,16,3,13392,18779,9154,15696,12451,28832
1757,wikitext,deepspeed,17,3,12351,18125,9258,17084,13322,28164
1758,wikitext,deepspeed,18,3,12433,17520,9832,15823,13064,29632
1759,wikitext,deepspeed,19,3,13403,17562,9611,16700,12938,28090
1760,wikitext,deepspeed,0,4,9779,13923,20350,13260,8649,32343
1761,wikitext,deepspeed,1,4,9336,14734,19823,13164,8302,32945
1762,wikitext,deepspeed,2,4,9197,14463,19064,12908,7867,34805
1763,wikitext,deepspeed,3,4,8539,14829,19756,14860,8960,31360
1764,wikitext,deepspeed,4,4,9759,14560,18665,13566,8564,33190
1765,wikitext,deepspeed,5,4,8926,14831,20181,12948,7898,33520
1766,wikitext,deepspeed,6,4,9070,13158,21007,12206,7379,35484
1767,wikitext,deepspeed,7,4,9505,13554,19249,11879,6582,37535
1768,wikitext,deepspeed,8,4,9778,13820,19421,13561,9017,32707
1769,wikitext,deepspeed,9,4,9084,13837,19872,12901,8123,34487
1770,wikitext,deepspeed,10,4,9910,13887,20369,13170,8639,32329
1771,wikitext,deepspeed,11,4,8672,13849,19613,11910,7413,36847
1772,wikitext,deepspeed,12,4,9246,13724,20185,12249,7834,35066
1773,wikitext,deepspeed,13,4,8934,14674,19374,14024,9661,31637
1774,wikitext,deepspeed,14,4,8965,13508,20252,13769,9595,32215
1775,wikitext,deepspeed,15,4,9006,14213,20572,12163,7715,34635
1776,wikitext,deepspeed,16,4,9225,14508,19027,13459,8181,33904
1777,wikitext,deepspeed,17,4,8793,13874,19591,13586,8716,33744
1778,wikitext,deepspeed,18,4,8821,13190,20626,11994,8541,35132
1779,wikitext,deepspeed,19,4,9679,14265,20613,13114,8436,32197
1780,wikitext,deepspeed,0,5,24252,21266,18743,15808,9584,8651
1781,wikitext,deepspeed,1,5,23394,21033,19416,16595,9344,8522
1782,wikitext,deepspeed,2,5,22747,20274,18751,16624,9823,10085
1783,wikitext,deepspeed,3,5,26828,21392,18732,13567,9897,7888
1784,wikitext,deepspeed,4,5,21619,19873,19124,17724,10412,9552
1785,wikitext,deepspeed,5,5,22762,19784,20152,16716,9814,9076
1786,wikitext,deepspeed,6,5,23928,21052,21190,13777,10722,7635
1787,wikitext,deepspeed,7,5,23413,20345,21443,14575,9999,8529
1788,wikitext,deepspeed,8,5,23940,19544,17690,17019,9687,10424
1789,wikitext,deepspeed,9,5,23168,20874,20589,15424,9506,8743
1790,wikitext,deepspeed,10,5,24633,20090,18524,16941,10236,7880
1791,wikitext,deepspeed,11,5,24646,19818,21433,13545,10021,8841
1792,wikitext,deepspeed,12,5,24557,20698,19871,13473,9566,10139
1793,wikitext,deepspeed,13,5,24067,19980,17419,17873,8891,10074
1794,wikitext,deepspeed,14,5,26209,20402,19535,13999,10126,8033
1795,wikitext,deepspeed,15,5,23839,20133,20206,16481,10199,7446
1796,wikitext,deepspeed,16,5,23745,20977,19990,13934,10542,9116
1797,wikitext,deepspeed,17,5,24114,20384,19690,16166,9803,8147
1798,wikitext,deepspeed,18,5,24540,19290,19211,16844,9713,8706
1799,wikitext,deepspeed,19,5,25603,19113,17087,17778,9531,9192
1800,wikitext,deepspeed,0,6,23801,28985,10560,12313,13796,8849
1801,wikitext,deepspeed,1,6,26012,28110,11534,12195,12981,7472
1802,wikitext,deepspeed,2,6,25035,30378,11242,10986,13090,7573
1803,wikitext,deepspeed,3,6,23821,30951,11816,11808,12907,7001
1804,wikitext,deepspeed,4,6,24128,29554,11720,12556,13092,7254
1805,wikitext,deepspeed,5,6,24459,30481,11091,12961,12007,7305
1806,wikitext,deepspeed,6,6,26609,28659,11327,12107,11822,7780
1807,wikitext,deepspeed,7,6,28102,27241,9606,15572,10277,7506
1808,wikitext,deepspeed,8,6,23503,31276,10654,11802,14383,6686
1809,wikitext,deepspeed,9,6,26104,27855,11758,12652,12681,7254
1810,wikitext,deepspeed,10,6,24321,31150,10859,11026,13255,7693
1811,wikitext,deepspeed,11,6,28015,27875,10203,12707,11738,7766
1812,wikitext,deepspeed,12,6,25418,29689,11089,11755,12991,7362
1813,wikitext,deepspeed,13,6,22629,32027,11201,11783,13825,6839
1814,wikitext,deepspeed,14,6,25824,30386,12159,10606,12152,7177
1815,wikitext,deepspeed,15,6,26079,29310,11224,11987,12009,7695
1816,wikitext,deepspeed,16,6,24318,29472,11128,12746,12647,7993
1817,wikitext,deepspeed,17,6,25462,29556,11087,12612,12206,7381
1818,wikitext,deepspeed,18,6,25283,31371,10810,11344,12259,7237
1819,wikitext,deepspeed,19,6,22603,31887,11709,10849,13390,7866
1820,wikitext,deepspeed,0,7,17178,15648,12820,6105,20533,26020
1821,wikitext,deepspeed,1,7,15208,16876,12132,6999,20924,26165
1822,wikitext,deepspeed,2,7,15709,17068,11881,7098,20119,26429
1823,wikitext,deepspeed,3,7,19143,13443,14299,5395,21185,24839
1824,wikitext,deepspeed,4,7,15209,17883,12285,7594,19355,25978
1825,wikitext,deepspeed,5,7,15886,16091,12586,6476,20317,26948
1826,wikitext,deepspeed,6,7,15775,15734,12476,5296,23371,25652
1827,wikitext,deepspeed,7,7,14748,16633,9896,5489,23769,27769
1828,wikitext,deepspeed,8,7,16760,17222,14085,6758,18277,25202
1829,wikitext,deepspeed,9,7,16284,14274,12366,5536,22442,27402
1830,wikitext,deepspeed,10,7,17734,16321,12276,6783,19622,25568
1831,wikitext,deepspeed,11,7,15327,14809,10949,4960,23856,28403
1832,wikitext,deepspeed,12,7,15614,15577,10774,6782,21675,27882
1833,wikitext,deepspeed,13,7,17841,17542,12431,7378,18059,25053
1834,wikitext,deepspeed,14,7,16403,14941,13349,4609,21485,27517
1835,wikitext,deepspeed,15,7,15347,16505,11620,5572,22108,27152
1836,wikitext,deepspeed,16,7,16347,16774,11951,6592,20183,26457
1837,wikitext,deepspeed,17,7,16116,15307,12704,6034,21784,26359
1838,wikitext,deepspeed,18,7,16761,15105,12278,5328,22422,26410
1839,wikitext,deepspeed,19,7,18094,16440,12776,6019,19788,25187
1840,wikitext,deepspeed,0,8,15581,24859,22803,3317,17609,14135
1841,wikitext,deepspeed,1,8,14269,24679,24341,3007,18176,13832
1842,wikitext,deepspeed,2,8,14601,24847,25177,3539,17152,12988
1843,wikitext,deepspeed,3,8,14080,26193,22760,3837,17285,14149
1844,wikitext,deepspeed,4,8,15904,25194,24666,3554,16194,12792
1845,wikitext,deepspeed,5,8,15101,25131,24226,3140,17226,13480
1846,wikitext,deepspeed,6,8,12875,25629,24888,3877,18604,12431
1847,wikitext,deepspeed,7,8,14661,23621,26207,3458,17316,13041
1848,wikitext,deepspeed,8,8,16250,22668,22671,3396,19665,13654
1849,wikitext,deepspeed,9,8,14588,25295,24154,3354,16617,14296
1850,wikitext,deepspeed,10,8,14611,24932,24741,3632,16390,13998
1851,wikitext,deepspeed,11,8,13759,26806,25304,3160,16612,12663
1852,wikitext,deepspeed,12,8,14658,26252,23454,3478,17246,13216
1853,wikitext,deepspeed,13,8,15200,26120,21945,3864,17081,14094
1854,wikitext,deepspeed,14,8,14450,26047,23761,3349,17209,13488
1855,wikitext,deepspeed,15,8,14832,25561,24960,3614,16618,12719
1856,wikitext,deepspeed,16,8,15694,23969,23477,3165,17538,14461
1857,wikitext,deepspeed,17,8,14885,26737,22978,3512,16986,13206
1858,wikitext,deepspeed,18,8,14092,25977,24794,3704,16485,13252
1859,wikitext,deepspeed,19,8,14251,25186,24422,3559,17892,12994
1860,wikitext,deepspeed,0,9,20137,20819,25797,10084,16812,4655
1861,wikitext,deepspeed,1,9,20090,18706,25480,9962,19477,4589
1862,wikitext,deepspeed,2,9,19588,20293,25303,10156,18256,4708
1863,wikitext,deepspeed,3,9,22107,21860,23660,11126,13964,5587
1864,wikitext,deepspeed,4,9,17953,22521,21008,10471,21433,4918
1865,wikitext,deepspeed,5,9,18803,19498,25819,8517,21118,4549
1866,wikitext,deepspeed,6,9,18476,20429,27883,11553,15352,4611
1867,wikitext,deepspeed,7,9,15640,19740,31437,10133,16651,4703
1868,wikitext,deepspeed,8,9,19496,23253,21222,9530,18675,6128
1869,wikitext,deepspeed,9,9,18477,21486,28193,10663,15268,4217
1870,wikitext,deepspeed,10,9,18433,20706,23595,11239,19416,4915
1871,wikitext,deepspeed,11,9,17117,20067,31350,10968,14812,3990
1872,wikitext,deepspeed,12,9,17858,21991,26971,10642,16316,4526
1873,wikitext,deepspeed,13,9,20295,22320,21035,8743,18348,7563
1874,wikitext,deepspeed,14,9,20141,21296,24536,12062,14526,5743
1875,wikitext,deepspeed,15,9,18594,20128,27074,11468,16086,4954
1876,wikitext,deepspeed,16,9,19030,22236,24453,9533,18154,4898
1877,wikitext,deepspeed,17,9,19290,19901,27359,11301,15347,5106
1878,wikitext,deepspeed,18,9,19006,21168,26804,11867,14377,5082
1879,wikitext,deepspeed,19,9,19834,21983,22702,10431,16628,6726
1880,wikitext,deepspeed,0,10,14769,21868,41538,11742,5957,2430
1881,wikitext,deepspeed,1,10,11855,24266,44110,9702,5768,2603
1882,wikitext,deepspeed,2,10,12522,25229,38722,12888,6826,2117
1883,wikitext,deepspeed,3,10,12982,18876,45049,12113,6279,3005
1884,wikitext,deepspeed,4,10,11389,25077,40772,13052,5303,2711
1885,wikitext,deepspeed,5,10,12713,25204,40122,12097,6001,2167
1886,wikitext,deepspeed,6,10,12749,18523,48257,10622,5711,2442
1887,wikitext,deepspeed,7,10,11065,22640,47770,9917,5018,1894
1888,wikitext,deepspeed,8,10,11884,26683,38985,11444,6468,2840
1889,wikitext,deepspeed,9,10,12127,17969,48485,11361,5928,2434
1890,wikitext,deepspeed,10,10,13114,23689,40310,12370,6464,2357
1891,wikitext,deepspeed,11,10,11230,20523,49581,9894,4801,2275
1892,wikitext,deepspeed,12,10,12610,22128,44735,10768,5870,2193
1893,wikitext,deepspeed,13,10,13910,25929,36502,12899,6396,2668
1894,wikitext,deepspeed,14,10,12585,18252,45849,12712,6312,2594
1895,wikitext,deepspeed,15,10,11546,21607,47808,10353,5076,1914
1896,wikitext,deepspeed,16,10,13370,23882,40802,11460,6349,2441
1897,wikitext,deepspeed,17,10,12249,19791,45679,12080,6043,2462
1898,wikitext,deepspeed,18,10,12689,19558,45911,11396,6130,2620
1899,wikitext,deepspeed,19,10,14167,23096,39727,12483,6079,2752
1900,wikitext,deepspeed,0,11,4500,7121,4830,44304,29368,8181
1901,wikitext,deepspeed,1,11,4696,7609,5694,45544,27551,7210
1902,wikitext,deepspeed,2,11,5293,7688,4660,45370,28182,7111
1903,wikitext,deepspeed,3,11,4121,7374,5516,43460,28027,9806
1904,wikitext,deepspeed,4,11,4996,7542,5013,46524,27248,6981
1905,wikitext,deepspeed,5,11,4812,7715,4576,44414,29417,7370
1906,wikitext,deepspeed,6,11,4077,7011,5299,43190,30339,8388
1907,wikitext,deepspeed,7,11,3547,6349,4076,45353,32257,6722
1908,wikitext,deepspeed,8,11,5181,7901,4293,48078,25265,7586
1909,wikitext,deepspeed,9,11,4130,7510,5252,43079,30314,8019
1910,wikitext,deepspeed,10,11,4709,8160,4519,46846,26656,7414
1911,wikitext,deepspeed,11,11,3686,7202,5095,45212,30935,6174
1912,wikitext,deepspeed,12,11,4783,7236,4027,45948,27915,8395
1913,wikitext,deepspeed,13,11,6180,8533,5350,45287,25454,7500
1914,wikitext,deepspeed,14,11,3989,7588,4585,45426,29456,7260
1915,wikitext,deepspeed,15,11,3366,6783,5199,47092,29089,6775
1916,wikitext,deepspeed,16,11,4848,8049,5027,47849,25951,6580
1917,wikitext,deepspeed,17,11,4623,7892,4559,46303,27612,7315
1918,wikitext,deepspeed,18,11,4568,7917,4584,44846,29165,7224
1919,wikitext,deepspeed,19,11,4455,8751,4184,45129,27637,8148
1920,wikitext,drop,0,0,32768,32768,32172,29554,26397,30231
1921,wikitext,drop,1,0,32768,32768,30851,29518,25693,30321
1922,wikitext,drop,2,0,32768,32768,30047,30193,26441,32768
1923,wikitext,drop,3,0,32768,32768,32523,28654,24513,29300
1924,wikitext,drop,4,0,32768,32768,30591,29587,26837,30656
1925,wikitext,drop,5,0,32768,32768,32404,29470,25516,29759
1926,wikitext,drop,6,0,32768,32768,30597,30398,26502,32203
1927,wikitext,drop,7,0,32768,32768,32293,28416,26029,29798
1928,wikitext,drop,8,0,32768,32768,31756,29226,26284,30846
1929,wikitext,drop,9,0,32768,32768,32119,28944,26483,30188
1930,wikitext,drop,0,1,32768,32768,30657,27328,32768,18301
1931,wikitext,drop,1,1,32768,32768,30121,29303,32768,17986
1932,wikitext,drop,2,1,32768,32768,32768,26842,32768,17603
1933,wikitext,drop,3,1,32768,32768,26309,25789,32768,17261
1934,wikitext,drop,4,1,32768,32768,32299,27116,32768,18429
1935,wikitext,drop,5,1,32768,32768,30004,26589,32768,17434
1936,wikitext,drop,6,1,32768,32768,32768,28045,32768,18120
1937,wikitext,drop,7,1,32768,32768,28560,27510,32768,18058
1938,wikitext,drop,8,1,32768,32768,31726,28149,32768,18725
1939,wikitext,drop,9,1,32768,32768,31182,27862,32768,18609
1940,wikitext,drop,0,2,32768,23176,32768,17832,32768,27385
1941,wikitext,drop,1,2,32768,23589,32768,17583,32768,25990
1942,wikitext,drop,2,2,32768,23887,32392,18596,32768,26541
1943,wikitext,drop,3,2,32768,21067,32768,15718,32768,22993
1944,wikitext,drop,4,2,32768,23298,32768,17841,32768,27578
1945,wikitext,drop,5,2,32768,22400,32768,17381,32768,24948
1946,wikitext,drop,6,2,32768,25048,32768,17686,32768,27021
1947,wikitext,drop,7,2,32768,23268,32768,17613,32768,24631
1948,wikitext,drop,8,2,32768,24092,32683,18166,32768,25986
1949,wikitext,drop,9,2,32768,24134,32768,18743,32768,26337
1950,wikitext,drop,0,3,24381,32768,19163,32488,26796,32768
1951,wikitext,drop,1,3,26160,32768,18942,32768,25913,32768
1952,wikitext,drop,2,3,25447,32768,17545,32768,25501,32768
1953,wikitext,drop,3,3,21391,32768,17095,31862,26742,32768
1954,wikitext,drop,4,3,25940,32768,18721,32031,25380,32768
1955,wikitext,drop,5,3,22636,32768,17861,32251,25912,32768
1956,wikitext,drop,6,3,26528,32768,19347,32768,25503,32768
1957,wikitext,drop,7,3,25990,32768,18550,30301,27403,32768
1958,wikitext,drop,8,3,25425,32768,18515,32768,25719,32768
1959,wikitext,drop,9,3,26073,32768,19118,32311,26037,32768
1960,wikitext,drop,0,4,18883,28005,32768,25827,17086,32768
1961,wikitext,drop,1,4,17822,29534,32768,27573,17204,32768
1962,wikitext,drop,2,4,18745,29996,32768,26969,16030,32768
1963,wikitext,drop,3,4,18362,27119,32768,23820,14135,32768
1964,wikitext,drop,4,4,19075,27913,32768,26467,17837,32768
1965,wikitext,drop,5,4,18902,27824,32768,25382,15484,32768
1966,wikitext,drop,6,4,18150,28524,32768,26209,17219,32768
1967,wikitext,drop,7,4,17759,28385,32768,25755,17095,32768
1968,wikitext,drop,8,4,18159,28302,32768,26560,16712,32768
1969,wikitext,drop,9,4,18016,27892,32768,25507,17240,32768
1970,wikitext,drop,0,5,32768,32768,32768,32063,19371,18134
1971,wikitext,drop,1,5,32768,32768,32768,29297,19931,18018
1972,wikitext,drop,2,5,32768,32768,32768,32768,20033,19279
1973,wikitext,drop,3,5,32768,32768,32768,28185,20227,16433
1974,wikitext,drop,4,5,32768,32768,32768,32446,19457,18541
1975,wikitext,drop,5,5,32768,32768,32768,29754,20731,16913
1976,wikitext,drop,6,5,32768,32768,32768,30877,18853,20552
1977,wikitext,drop,7,5,32768,32768,32768,30321,20758,15394
1978,wikitext,drop,8,5,32768,32768,32768,30156,20149,18515
1979,wikitext,drop,9,5,32768,32768,32768,32768,19137,17208
1980,wikitext,drop,0,6,32768,32768,22838,23687,26418,15829
1981,wikitext,drop,1,6,32768,32768,22529,23532,26089,15345
1982,wikitext,drop,2,6,32768,32768,22853,25742,25039,14702
1983,wikitext,drop,3,6,32768,32768,21686,27305,21873,15131
1984,wikitext,drop,4,6,32768,32768,21871,24339,26256,13962
1985,wikitext,drop,5,6,32768,32768,21431,23326,24570,15321
1986,wikitext,drop,6,6,32768,32768,22242,23948,26501,14524
1987,wikitext,drop,7,6,32768,32768,22737,22647,24440,15423
1988,wikitext,drop,8,6,32768,32768,22866,24739,25111,14509
1989,wikitext,drop,9,6,32768,32768,22482,22491,25031,15013
1990,wikitext,drop,0,7,32530,31606,25312,13036,32768,32768
1991,wikitext,drop,1,7,32768,30311,25619,12212,32768,32768
1992,wikitext,drop,2,7,31130,32768,24910,14347,32768,32768
1993,wikitext,drop,3,7,30256,31260,22409,11275,32768,32768
1994,wikitext,drop,4,7,32593,32093,25897,11796,32768,32768
1995,wikitext,drop,5,7,32768,31332,23164,11531,32768,32768
1996,wikitext,drop,6,7,32768,32768,23586,13828,32768,32768
1997,wikitext,drop,7,7,32018,31233,24859,10285,32768,32768
1998,wikitext,drop,8,7,32498,32768,24552,12403,32768,32768
1999,wikitext,drop,9,7,32768,31307,25343,11779,32768,32768
2000,wikitext,drop,0,8,28901,32768,32768,6568,32768,27948
2001,wikitext,drop,1,8,29645,32768,32768,7304,32768,27588
2002,wikitext,drop,2,8,30609,32768,32768,6633,32768,26605
2003,wikitext,drop,3,8,27576,32768,32768,7207,32768,25411
2004,wikitext,drop,4,8,30193,32768,32768,6625,32768,27703
2005,wikitext,drop,5,8,28020,32768,32768,6786,32768,27035
2006,wikitext,drop,6,8,30744,32768,32768,7144,32768,27237
2007,wikitext,drop,7,8,28849,32768,32768,6826,32768,26206
2008,wikitext,drop,8,8,30908,32768,32768,6813,32768,28160
2009,wikitext,drop,9,8,28392,32768,32768,7155,32768,26911
2010,wikitext,drop,0,9,32768,32768,32768,21492,32768,8959
2011,wikitext,drop,1,9,32768,32768,32768,20074,32768,10413
2012,wikitext,drop,2,9,32768,32768,32768,19658,32768,9046
2013,wikitext,drop,3,9,32768,32768,32768,21125,31656,9621
2014,wikitext,drop,4,9,32768,32768,32768,19506,32768,9980
2015,wikitext,drop,5,9,32768,32768,32768,23344,32768,8577
2016,wikitext,drop,6,9,32768,32768,32768,19203,32768,11734
2017,wikitext,drop,7,9,32768,32768,32768,22993,29452,10903
2018,wikitext,drop,8,9,32768,32768,32768,21227,32768,9912
2019,wikitext,drop,9,9,32768,32768,32768,21128,32254,11443
2020,wikitext,drop,0,10,26056,32768,32768,21700,11760,5161
2021,wikitext,drop,1,10,25779,32768,32768,24650,13310,5034
2022,wikitext,drop,2,10,24198,32768,32768,25320,11122,4711
2023,wikitext,drop,3,10,23560,32768,32768,21206,10553,4335
2024,wikitext,drop,4,10,24639,32768,32768,22757,12251,5413
2025,wikitext,drop,5,10,24424,32768,32768,22378,11051,4724
2026,wikitext,drop,6,10,26107,32768,32768,23628,12507,4900
2027,wikitext,drop,7,10,24253,32768,32768,22314,11318,4563
2028,wikitext,drop,8,10,25968,32768,32768,23398,12211,4866
2029,wikitext,drop,9,10,27270,32768,32768,23810,12202,5343
2030,wikitext,drop,0,11,9254,14843,10740,32768,32768,15420
2031,wikitext,drop,1,11,9550,14573,10405,32768,32768,17065
2032,wikitext,drop,2,11,9955,14746,9707,32768,32768,14074
2033,wikitext,drop,3,11,7726,12883,9286,32768,32768,14648
2034,wikitext,drop,4,11,9260,15457,9648,32768,32768,14987
2035,wikitext,drop,5,11,8400,15423,9186,32768,32768,14154
2036,wikitext,drop,6,11,10631,16379,9601,32768,32768,16417
2037,wikitext,drop,7,11,7347,14203,9726,32768,32768,13657
2038,wikitext,drop,8,11,9793,15455,9450,32768,32768,13782
2039,wikitext,drop,9,11,9236,17218,8596,32768,32768,15546
2040,wikitext,even_split,0,0,32911,32861,32801,32746,32680,32609
2041,wikitext,even_split,1,0,32919,32855,32793,32735,32687,32619
2042,wikitext,even_split,2,0,32910,32858,32800,32746,32681,32613
2043,wikitext,even_split,3,0,32918,32857,32795,32741,32680,32617
2044,wikitext,even_split,4,0,32919,32851,32795,32732,32683,32628
2045,wikitext,even_split,5,0,32913,32871,32794,32725,32682,32623
2046,wikitext,even_split,6,0,32915,32856,32801,32740,32678,32618
2047,wikitext,even_split,7,0,32920,32863,32803,32737,32672,32613
2048,wikitext,even_split,8,0,32916,32860,32797,32736,32677,32622
2049,wikitext,even_split,9,0,32923,32857,32797,32738,32675,32618
2050,wikitext,even_split,0,1,32913,32854,32797,32742,32682,32620
2051,wikitext,even_split,1,1,32917,32861,32799,32744,32678,32609
2052,wikitext,even_split,2,1,32910,32847,32793,32744,32689,32625
2053,wikitext,even_split,3,1,32916,32852,32799,32743,32683,32615
2054,wikitext,even_split,4,1,32933,32858,32788,32739,32674,32616
2055,wikitext,even_split,5,1,32920,32862,32793,32733,32676,32624
2056,wikitext,even_split,6,1,32925,32862,32798,32738,32669,32616
2057,wikitext,even_split,7,1,32923,32857,32794,32734,32680,32620
2058,wikitext,even_split,8,1,32920,32858,32797,32740,32674,32619
2059,wikitext,even_split,9,1,32917,32849,32793,32740,32693,32616
2060,wikitext,even_split,0,2,32908,32859,32797,32741,32686,32617
2061,wikitext,even_split,1,2,32918,32865,32792,32734,32679,32620
2062,wikitext,even_split,2,2,32918,32864,32794,32746,32671,32615
2063,wikitext,even_split,3,2,32910,32859,32799,32736,32683,32621
2064,wikitext,even_split,4,2,32918,32847,32785,32740,32688,32630
2065,wikitext,even_split,5,2,32915,32859,32795,32744,32673,32622
2066,wikitext,even_split,6,2,32912,32852,32802,32742,32677,32623
2067,wikitext,even_split,7,2,32918,32853,32797,32743,32683,32614
2068,wikitext,even_split,8,2,32911,32847,32790,32743,32687,32630
2069,wikitext,even_split,9,2,32920,32869,32797,32731,32681,32610
2070,wikitext,even_split,0,3,32924,32848,32792,32735,32682,32627
2071,wikitext,even_split,1,3,32920,32861,32795,32739,32677,32616
2072,wikitext,even_split,2,3,32915,32860,32796,32738,32676,32623
2073,wikitext,even_split,3,3,32923,32861,32795,32731,32674,32624
