,dataset,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5
385,bookcorpus,even_split,5,2,32914,32858,32797,32738,32676,32625
386,bookcorpus,even_split,6,2,32912,32848,32791,32742,32682,32633
387,bookcorpus,even_split,7,2,32922,32861,32799,32730,32673,32623
388,bookcorpus,even_split,8,2,32920,32866,32804,32730,32672,32616
389,bookcorpus,even_split,9,2,32916,32861,32802,32741,32675,32613
390,bookcorpus,even_split,0,3,32918,32866,32790,32735,32673,32626
391,bookcorpus,even_split,1,3,32919,32855,32795,32741,32677,32621
392,bookcorpus,even_split,2,3,32902,32859,32795,32743,32684,32625
393,bookcorpus,even_split,3,3,32912,32857,32797,32743,32682,32617
394,bookcorpus,even_split,4,3,32914,32854,32796,32735,32686,32623
395,bookcorpus,even_split,5,3,32909,32853,32800,32745,32685,32616
396,bookcorpus,even_split,6,3,32911,32858,32802,32739,32681,32617
397,bookcorpus,even_split,7,3,32927,32858,32797,32729,32677,32620
398,bookcorpus,even_split,8,3,32917,32854,32798,32736,32679,32624
399,bookcorpus,even_split,9,3,32909,32850,32803,32738,32682,32626
400,bookcorpus,even_split,0,4,32918,32859,32791,32733,32680,32627
401,bookcorpus,even_split,1,4,32921,32862,32793,32723,32677,32632
402,bookcorpus,even_split,2,4,32908,32856,32793,32744,32681,32626
403,bookcorpus,even_split,3,4,32925,32867,32809,32728,32667,32612
404,bookcorpus,even_split,4,4,32905,32853,32801,32744,32682,32623
405,bookcorpus,even_split,5,4,32924,32853,32790,32736,32680,32625
406,bookcorpus,even_split,6,4,32916,32855,32797,32731,32687,32622
407,bookcorpus,even_split,7,4,32909,32855,32799,32738,32680,32627
408,bookcorpus,even_split,8,4,32932,32865,32795,32727,32670,32619
409,bookcorpus,even_split,9,4,32915,32849,32800,32741,32679,32624
410,bookcorpus,even_split,0,5,32909,32845,32796,32745,32687,32626
411,bookcorpus,even_split,1,5,32911,32862,32803,32744,32669,32619
412,bookcorpus,even_split,2,5,32918,32863,32807,32738,32669,32613
413,bookcorpus,even_split,3,5,32926,32856,32788,32731,32679,32628
414,bookcorpus,even_split,4,5,32925,32860,32797,32734,32676,32616
415,bookcorpus,even_split,5,5,32907,32852,32799,32736,32686,32628
416,bookcorpus,even_split,6,5,32924,32862,32796,32737,32670,32619
417,bookcorpus,even_split,7,5,32915,32853,32797,32746,32684,32613
418,bookcorpus,even_split,8,5,32914,32853,32789,32740,32681,32631
419,bookcorpus,even_split,9,5,32914,32847,32799,32746,32684,32618
420,bookcorpus,even_split,0,6,32906,32852,32799,32745,32688,32618
421,bookcorpus,even_split,1,6,32910,32850,32797,32744,32683,32624
422,bookcorpus,even_split,2,6,32912,32859,32793,32740,32684,32620
423,bookcorpus,even_split,3,6,32908,32846,32784,32739,32697,32634
424,bookcorpus,even_split,4,6,32910,32851,32795,32743,32683,32626
425,bookcorpus,even_split,5,6,32921,32860,32802,32734,32670,32621
426,bookcorpus,even_split,6,6,32927,32853,32781,32734,32689,32624
427,bookcorpus,even_split,7,6,32914,32854,32800,32730,32682,32628
428,bookcorpus,even_split,8,6,32921,32854,32790,32738,32678,32627
429,bookcorpus,even_split,9,6,32919,32858,32793,32732,32681,32625
430,bookcorpus,even_split,0,7,32915,32862,32799,32731,32674,32627
431,bookcorpus,even_split,1,7,32915,32845,32803,32735,32682,32628
432,bookcorpus,even_split,2,7,32920,32848,32798,32736,32675,32631
433,bookcorpus,even_split,3,7,32906,32844,32803,32749,32681,32625
434,bookcorpus,even_split,4,7,32915,32856,32798,32735,32675,32629
435,bookcorpus,even_split,5,7,32920,32854,32794,32739,32678,32623
436,bookcorpus,even_split,6,7,32907,32857,32802,32744,32679,32619
437,bookcorpus,even_split,7,7,32923,32853,32789,32735,32683,32625
438,bookcorpus,even_split,8,7,32919,32856,32795,32738,32677,32623
439,bookcorpus,even_split,9,7,32918,32855,32789,32740,32682,32624
440,bookcorpus,even_split,0,8,32918,32852,32792,32737,32674,32635
441,bookcorpus,even_split,1,8,32909,32849,32789,32745,32686,32630
442,bookcorpus,even_split,2,8,32909,32863,32798,32736,32677,32625
443,bookcorpus,even_split,3,8,32910,32838,32791,32743,32690,32636
444,bookcorpus,even_split,4,8,32909,32845,32796,32742,32688,32628
445,bookcorpus,even_split,5,8,32917,32852,32794,32732,32681,32632
446,bookcorpus,even_split,6,8,32912,32861,32798,32734,32676,32627
447,bookcorpus,even_split,7,8,32903,32847,32802,32747,32683,32626
448,bookcorpus,even_split,8,8,32919,32850,32792,32732,32681,32634
449,bookcorpus,even_split,9,8,32910,32841,32795,32735,32691,32636
450,bookcorpus,even_split,0,9,32902,32844,32793,32740,32688,32641
451,bookcorpus,even_split,1,9,32911,32843,32782,32740,32692,32640
452,bookcorpus,even_split,2,9,32912,32837,32791,32740,32685,32643
453,bookcorpus,even_split,3,9,32911,32849,32801,32733,32683,32631
454,bookcorpus,even_split,4,9,32900,32846,32796,32737,32690,32639
455,bookcorpus,even_split,5,9,32909,32846,32795,32737,32684,32637
456,bookcorpus,even_split,6,9,32900,32844,32795,32737,32693,32639
457,bookcorpus,even_split,7,9,32906,32846,32790,32739,32689,32638
458,bookcorpus,even_split,8,9,32903,32857,32798,32741,32686,32623
459,bookcorpus,even_split,9,9,32915,32848,32795,32742,32679,32629
460,bookcorpus,even_split,0,10,32915,32852,32781,32733,32690,32637
461,bookcorpus,even_split,1,10,32905,32848,32784,32739,32692,32640
462,bookcorpus,even_split,2,10,32909,32851,32784,32738,32689,32637
463,bookcorpus,even_split,3,10,32902,32851,32795,32737,32688,32635
464,bookcorpus,even_split,4,10,32909,32851,32789,32732,32691,32636
465,bookcorpus,even_split,5,10,32902,32852,32793,32731,32687,32643
466,bookcorpus,even_split,6,10,32901,32845,32790,32740,32689,32643
467,bookcorpus,even_split,7,10,32904,32849,32792,32736,32686,32641
468,bookcorpus,even_split,8,10,32905,32838,32791,32740,32693,32641
469,bookcorpus,even_split,9,10,32904,32849,32798,32738,32681,32638
470,bookcorpus,even_split,0,11,32909,32845,32784,32729,32690,32651
471,bookcorpus,even_split,1,11,32907,32842,32791,32737,32691,32640
472,bookcorpus,even_split,2,11,32907,32838,32793,32733,32694,32643
473,bookcorpus,even_split,3,11,32905,32844,32797,32739,32687,32636
474,bookcorpus,even_split,4,11,32902,32842,32796,32745,32683,32640
475,bookcorpus,even_split,5,11,32898,32839,32795,32742,32696,32638
476,bookcorpus,even_split,6,11,32906,32847,32792,32731,32682,32650
477,bookcorpus,even_split,7,11,32901,32843,32792,32744,32689,32639
478,bookcorpus,even_split,8,11,32904,32847,32791,32740,32682,32644
479,bookcorpus,even_split,9,11,32900,32852,32792,32742,32687,32635
480,bookcorpus,exflow,0,0,22979,15927,18911,11832,12366,16289
481,bookcorpus,exflow,1,0,22550,15544,18858,12055,13545,15752
482,bookcorpus,exflow,2,0,21915,16376,18462,11306,12981,17264
483,bookcorpus,exflow,3,0,22575,15786,19417,11552,12976,15998
484,bookcorpus,exflow,4,0,22925,16710,18421,11635,12918,15695
485,bookcorpus,exflow,5,0,22127,16298,19711,11163,13409,15596
486,bookcorpus,exflow,6,0,22249,16523,18692,11247,13821,15772
487,bookcorpus,exflow,7,0,22372,15875,17816,13745,12862,15634
488,bookcorpus,exflow,8,0,22888,15448,18582,11943,11741,17702
489,bookcorpus,exflow,9,0,21958,15542,19786,12147,13198,15673
490,bookcorpus,exflow,10,0,20718,15901,18852,13138,13171,16524
491,bookcorpus,exflow,11,0,21004,16146,17994,13059,13565,16536
492,bookcorpus,exflow,12,0,23777,16051,18953,11397,11294,16832
493,bookcorpus,exflow,13,0,22080,16301,18509,12014,13503,15897
494,bookcorpus,exflow,14,0,22166,15723,18353,12561,13378,16123
495,bookcorpus,exflow,15,0,22391,16797,19551,11539,12394,15632
496,bookcorpus,exflow,16,0,22341,15721,17143,13548,12326,17225
497,bookcorpus,exflow,17,0,23599,15363,18993,12230,12983,15136
498,bookcorpus,exflow,18,0,22780,15307,18393,13623,12204,15997
499,bookcorpus,exflow,19,0,22506,15968,18138,13164,12662,15866
500,bookcorpus,exflow,0,1,15601,25141,16402,15779,8874,16507
501,bookcorpus,exflow,1,1,17439,24054,15765,16110,8548,16388
502,bookcorpus,exflow,2,1,17063,24423,15943,16376,8103,16396
503,bookcorpus,exflow,3,1,17955,24263,15444,15717,8522,16403
504,bookcorpus,exflow,4,1,16831,25539,15713,15988,7929,16304
505,bookcorpus,exflow,5,1,16637,25215,15862,15427,8856,16307
506,bookcorpus,exflow,6,1,18672,25113,14597,14623,8689,16610
507,bookcorpus,exflow,7,1,15746,24171,16414,15924,9176,16873
508,bookcorpus,exflow,8,1,16638,24717,16759,15398,8546,16246
509,bookcorpus,exflow,9,1,17146,24593,16011,15179,8680,16695
510,bookcorpus,exflow,10,1,16994,24772,16539,15688,8221,16090
511,bookcorpus,exflow,11,1,17566,23740,16646,14596,8948,16808
512,bookcorpus,exflow,12,1,16722,24335,16223,16181,8561,16282
513,bookcorpus,exflow,13,1,16470,24139,15616,17479,8690,15910
514,bookcorpus,exflow,14,1,16924,24815,16450,15089,9018,16008
515,bookcorpus,exflow,15,1,16798,23843,16664,15290,8936,16773
516,bookcorpus,exflow,16,1,16637,25321,16355,15835,8931,15225
517,bookcorpus,exflow,17,1,18402,23982,16040,16354,8556,14970
518,bookcorpus,exflow,18,1,15739,25176,16958,16254,8377,15800
519,bookcorpus,exflow,19,1,16058,24966,16499,16757,7982,16042
520,bookcorpus,exflow,0,2,17905,11764,3117,14859,19973,30686
521,bookcorpus,exflow,1,2,19648,13916,2241,14764,18040,29695
522,bookcorpus,exflow,2,2,18439,10879,2996,14931,18995,32064
523,bookcorpus,exflow,3,2,18312,11684,3117,15911,19848,29432
524,bookcorpus,exflow,4,2,18557,11165,3187,15481,18315,31599
525,bookcorpus,exflow,5,2,19417,11641,2961,14045,18929,31311
526,bookcorpus,exflow,6,2,18847,12303,2616,14250,18539,31749
527,bookcorpus,exflow,7,2,19387,13011,2537,13608,18281,31480
528,bookcorpus,exflow,8,2,18539,11952,3206,14013,19461,31133
529,bookcorpus,exflow,9,2,18926,11812,3161,14147,18911,31347
530,bookcorpus,exflow,10,2,18750,12878,2864,14424,17956,31432
531,bookcorpus,exflow,11,2,19781,12404,2866,14536,17556,31161
532,bookcorpus,exflow,12,2,18072,12605,2590,15257,19027,30753
533,bookcorpus,exflow,13,2,17971,12261,2901,14548,18987,31636
534,bookcorpus,exflow,14,2,17883,13124,3038,13546,19358,31355
535,bookcorpus,exflow,15,2,17768,10542,2314,14215,19568,33897
536,bookcorpus,exflow,16,2,18187,13147,3353,13942,19315,30360
537,bookcorpus,exflow,17,2,19082,12573,2776,15079,18269,30525
538,bookcorpus,exflow,18,2,19555,12822,3706,14774,18044,29403
539,bookcorpus,exflow,19,2,18394,12252,2753,14265,19080,31560
540,bookcorpus,exflow,0,3,16114,18734,2076,20571,12865,27944
541,bookcorpus,exflow,1,3,16197,19348,2499,20141,14039,26080
542,bookcorpus,exflow,2,3,15553,18750,2283,22510,11967,27241
543,bookcorpus,exflow,3,3,16246,18140,2450,21254,13317,26897
544,bookcorpus,exflow,4,3,15993,20382,2328,21275,12000,26326
545,bookcorpus,exflow,5,3,16272,18365,2130,21222,12415,27900
546,bookcorpus,exflow,6,3,16153,18646,2330,21417,12169,27589
547,bookcorpus,exflow,7,3,15536,18799,2245,21039,13657,27028
548,bookcorpus,exflow,8,3,15949,19828,2677,19885,12572,27393
549,bookcorpus,exflow,9,3,15902,18747,2624,20702,13052,27277
550,bookcorpus,exflow,10,3,15814,18413,2244,21507,13743,26583
551,bookcorpus,exflow,11,3,16080,19032,2849,20330,13570,26443
552,bookcorpus,exflow,12,3,15463,18830,2396,21152,13876,26587
553,bookcorpus,exflow,13,3,15769,19163,2720,21352,12968,26332
554,bookcorpus,exflow,14,3,16053,17883,2212,21328,13068,27760
555,bookcorpus,exflow,15,3,14744,18855,2463,20619,12641,28982
556,bookcorpus,exflow,16,3,15771,18625,2642,21292,12573,27401
557,bookcorpus,exflow,17,3,15570,20520,2501,20537,11729,27447
558,bookcorpus,exflow,18,3,15792,19867,2453,20511,13293,26388
559,bookcorpus,exflow,19,3,15935,18922,2371,20560,12311,28205
560,bookcorpus,exflow,0,4,13220,23865,9553,13548,11115,27003
561,bookcorpus,exflow,1,4,15299,24344,10420,13154,11309,23778
562,bookcorpus,exflow,2,4,16752,23234,9220,13364,12185,23549
563,bookcorpus,exflow,3,4,14961,24418,9846,12558,12282,24239
564,bookcorpus,exflow,4,4,14647,24061,9641,14237,10944,24774
565,bookcorpus,exflow,5,4,15532,23768,9189,13575,12567,23673
566,bookcorpus,exflow,6,4,16343,24065,9225,14744,10229,23698
567,bookcorpus,exflow,7,4,15815,25535,9616,13267,11275,22796
568,bookcorpus,exflow,8,4,13773,25168,9933,12603,11733,25094
569,bookcorpus,exflow,9,4,15197,24789,9477,13897,10937,24007
570,bookcorpus,exflow,10,4,14726,24155,9821,13554,10896,25152
571,bookcorpus,exflow,11,4,17038,25299,9562,12648,12047,21710
572,bookcorpus,exflow,12,4,15814,22933,10409,13236,10994,24918
573,bookcorpus,exflow,13,4,15442,25169,9779,13637,11424,22853
574,bookcorpus,exflow,14,4,15313,25619,9589,14002,11112,22669
575,bookcorpus,exflow,15,4,15805,23772,8907,12582,11999,25239
576,bookcorpus,exflow,16,4,14485,23495,10185,12566,11662,25911
577,bookcorpus,exflow,17,4,13765,22623,10015,13972,11527,26402
578,bookcorpus,exflow,18,4,13877,23687,9971,14555,11008,25206
579,bookcorpus,exflow,19,4,15628,24460,9764,14239,11428,22785
580,bookcorpus,exflow,0,5,16198,35822,8048,15838,8611,13787
581,bookcorpus,exflow,1,5,17395,36007,9839,14503,6920,13640
582,bookcorpus,exflow,2,5,17327,36440,7589,16098,7371,13479
583,bookcorpus,exflow,3,5,18030,36188,8464,14818,6693,14111
584,bookcorpus,exflow,4,5,15003,36434,9376,15767,7214,14510
585,bookcorpus,exflow,5,5,17893,36385,7967,15148,6940,13971
586,bookcorpus,exflow,6,5,17955,35770,9433,14482,6574,14090
587,bookcorpus,exflow,7,5,19589,34487,7830,14773,7099,14526
588,bookcorpus,exflow,8,5,16579,35173,9124,16542,7828,13058
589,bookcorpus,exflow,9,5,16343,35628,9108,15000,6746,15479
590,bookcorpus,exflow,10,5,18369,36098,8284,14990,6754,13809
591,bookcorpus,exflow,11,5,18648,37271,7676,14603,5908,14198
592,bookcorpus,exflow,12,5,15835,36537,8259,16742,6928,14003
593,bookcorpus,exflow,13,5,16787,34384,9180,15875,7335,14743
594,bookcorpus,exflow,14,5,16839,35853,8879,15744,6682,14307
595,bookcorpus,exflow,15,5,15151,37042,8718,15026,7119,15248
596,bookcorpus,exflow,16,5,15277,35101,9807,16815,5990,15314
597,bookcorpus,exflow,17,5,17953,32780,9388,16306,6771,15106
598,bookcorpus,exflow,18,5,17630,34394,9048,15000,6830,15402
599,bookcorpus,exflow,19,5,18689,35076,7885,15031,6415,15208
600,bookcorpus,exflow,0,6,17259,27920,12910,9916,13583,16716
601,bookcorpus,exflow,1,6,16786,28295,15632,9972,13734,13885
602,bookcorpus,exflow,2,6,16971,26396,14931,9980,14110,15916
603,bookcorpus,exflow,3,6,15801,28886,13742,10468,13583,15824
604,bookcorpus,exflow,4,6,16726,26676,13186,11430,14628,15658
605,bookcorpus,exflow,5,6,14168,27298,14036,10517,14614,17671
606,bookcorpus,exflow,6,6,14771,25021,15707,10599,16854,15352
607,bookcorpus,exflow,7,6,15112,30348,14424,9865,14322,14233
608,bookcorpus,exflow,8,6,15369,29928,12651,10821,13491,16044
609,bookcorpus,exflow,9,6,15413,29564,13266,10118,14008,15935
610,bookcorpus,exflow,10,6,15145,30090,12913,10280,14439,15437
611,bookcorpus,exflow,11,6,17719,26946,15359,10411,14543,13326
612,bookcorpus,exflow,12,6,16837,25547,14367,10501,13905,17147
613,bookcorpus,exflow,13,6,17495,27736,13727,10815,14714,13817
614,bookcorpus,exflow,14,6,18061,25816,14087,11927,13698,14715
615,bookcorpus,exflow,15,6,15701,28728,15147,9352,14216,15160
616,bookcorpus,exflow,16,6,14509,30249,13610,12494,12986,14456
617,bookcorpus,exflow,17,6,16701,27974,11757,10279,14912,16681
618,bookcorpus,exflow,18,6,15733,28961,13834,9612,15291,14873
619,bookcorpus,exflow,19,6,16356,29309,12592,10121,14794,15132
620,bookcorpus,exflow,0,7,23365,20174,15896,3557,11077,24235
621,bookcorpus,exflow,1,7,26070,22207,15202,3250,8824,22751
622,bookcorpus,exflow,2,7,24546,21238,14833,3785,9238,24664
623,bookcorpus,exflow,3,7,24489,19286,15129,3689,9853,25858
624,bookcorpus,exflow,4,7,26461,19959,15352,3876,8569,24087
625,bookcorpus,exflow,5,7,25085,20972,16477,3163,9831,22776
626,bookcorpus,exflow,6,7,23476,21588,16219,3826,9033,24162
627,bookcorpus,exflow,7,7,24328,22264,15008,3394,8843,24467
628,bookcorpus,exflow,8,7,24287,20182,15901,3960,9016,24958
629,bookcorpus,exflow,9,7,25998,20217,14806,3586,10239,23458
630,bookcorpus,exflow,10,7,24533,21601,15440,3453,9350,23927
631,bookcorpus,exflow,11,7,23166,21128,16961,4620,9769,22660
632,bookcorpus,exflow,12,7,23135,20524,14219,3844,10079,26503
633,bookcorpus,exflow,13,7,24913,19811,15562,3699,8410,25909
634,bookcorpus,exflow,14,7,22200,20024,15916,3237,10652,26275
635,bookcorpus,exflow,15,7,24516,21821,14427,3763,8805,24972
636,bookcorpus,exflow,16,7,25839,19453,14390,3112,10840,24670
637,bookcorpus,exflow,17,7,24891,20623,15527,3849,10769,22645
638,bookcorpus,exflow,18,7,26881,20760,15479,2945,9518,22721
639,bookcorpus,exflow,19,7,24213,20873,16231,3926,9694,23367
640,bookcorpus,exflow,0,8,10519,23123,5557,2256,30874,25975
641,bookcorpus,exflow,1,8,9671,30049,4630,2508,26821,24625
642,bookcorpus,exflow,2,8,11136,30465,4004,2538,26685,23476
643,bookcorpus,exflow,3,8,10368,26534,4264,3065,29167,24906
644,bookcorpus,exflow,4,8,10677,28929,4605,2557,29328,22208
645,bookcorpus,exflow,5,8,10054,26895,4341,2614,29607,24793
646,bookcorpus,exflow,6,8,10127,31198,4187,2220,27860,22712
647,bookcorpus,exflow,7,8,9573,30975,4247,2746,27854,22909
648,bookcorpus,exflow,8,8,10340,26089,4816,2611,28585,25863
649,bookcorpus,exflow,9,8,10262,28053,4819,1986,28945,24239
650,bookcorpus,exflow,10,8,9610,28609,4505,2837,29340,23403
651,bookcorpus,exflow,11,8,10513,28356,4562,2176,28917,23780
652,bookcorpus,exflow,12,8,9565,28417,4176,2809,30591,22746
653,bookcorpus,exflow,13,8,9905,30252,4742,2474,27786,23145
654,bookcorpus,exflow,14,8,8791,28614,4071,2858,31073,22897
655,bookcorpus,exflow,15,8,11480,29414,3969,2586,25779,25076
656,bookcorpus,exflow,16,8,9235,26965,5148,2853,28956,25147
657,bookcorpus,exflow,17,8,9915,24980,5019,2726,31616,24048
658,bookcorpus,exflow,18,8,10607,27722,5328,2674,26859,25114
659,bookcorpus,exflow,19,8,9405,29026,4035,2310,28158,25370
660,bookcorpus,exflow,0,9,17669,41103,14517,760,17250,7005
661,bookcorpus,exflow,1,9,17490,41828,12565,662,19241,6518
662,bookcorpus,exflow,2,9,17758,41252,12434,606,18722,7532
663,bookcorpus,exflow,3,9,16810,42206,12383,463,19856,6586
664,bookcorpus,exflow,4,9,18460,39871,13778,626,20506,5063
665,bookcorpus,exflow,5,9,17414,41010,14621,869,18872,5518
666,bookcorpus,exflow,6,9,17110,39759,12017,482,22481,6455
667,bookcorpus,exflow,7,9,18995,36588,15855,903,18705,7258
668,bookcorpus,exflow,8,9,15326,41232,12779,996,21688,6283
669,bookcorpus,exflow,9,9,17129,40838,12374,796,21247,5920
670,bookcorpus,exflow,10,9,18161,39857,12835,740,20728,5983
671,bookcorpus,exflow,11,9,18185,41546,13692,713,17538,6630
672,bookcorpus,exflow,12,9,17348,38462,14896,751,20522,6325
673,bookcorpus,exflow,13,9,15591,42593,14755,755,19809,4801
674,bookcorpus,exflow,14,9,17642,40318,12345,868,21365,5766
675,bookcorpus,exflow,15,9,15094,40504,15468,619,21202,5417
676,bookcorpus,exflow,16,9,17908,38969,13887,623,20338,6579
677,bookcorpus,exflow,17,9,19400,39637,13680,852,20260,4475
678,bookcorpus,exflow,18,9,19166,38485,13172,637,19912,6932
679,bookcorpus,exflow,19,9,16564,42124,12723,766,19910,6217
680,bookcorpus,exflow,0,10,18403,61136,7442,347,8793,2183
681,bookcorpus,exflow,1,10,17081,61837,6451,120,10359,2456
682,bookcorpus,exflow,2,10,19127,57438,7358,306,11085,2990
683,bookcorpus,exflow,3,10,18171,60357,6486,209,10385,2696
684,bookcorpus,exflow,4,10,20159,54870,7789,310,12799,2377
685,bookcorpus,exflow,5,10,18102,59883,7851,190,9935,2343
686,bookcorpus,exflow,6,10,17710,62305,7037,129,9081,2042
687,bookcorpus,exflow,7,10,17836,59204,6805,162,12206,2091
688,bookcorpus,exflow,8,10,16386,63670,6125,181,9657,2285
689,bookcorpus,exflow,9,10,19883,56970,8233,213,10442,2563
690,bookcorpus,exflow,10,10,20787,55912,6437,205,12375,2588
691,bookcorpus,exflow,11,10,19765,58425,6937,137,10489,2551
692,bookcorpus,exflow,12,10,16734,59236,7974,256,10723,3381
693,bookcorpus,exflow,13,10,17584,59876,6828,203,12081,1732
694,bookcorpus,exflow,14,10,18720,56728,7192,217,12928,2519
695,bookcorpus,exflow,15,10,18747,59478,6967,271,10236,2605
696,bookcorpus,exflow,16,10,19836,56982,7403,496,10664,2923
697,bookcorpus,exflow,17,10,17742,58137,8341,195,11658,2231
698,bookcorpus,exflow,18,10,17211,59872,6898,142,12064,2117
699,bookcorpus,exflow,19,10,19716,59444,8005,329,8282,2528
700,bookcorpus,exflow,0,11,9146,37542,4264,448,44779,2125
701,bookcorpus,exflow,1,11,8991,39350,4899,692,42183,2189
702,bookcorpus,exflow,2,11,8761,37406,5046,401,44287,2403
703,bookcorpus,exflow,3,11,8990,33708,5225,522,47816,2043
704,bookcorpus,exflow,4,11,9568,39256,3850,538,42361,2731
705,bookcorpus,exflow,5,11,8188,38020,4184,571,45013,2328
706,bookcorpus,exflow,6,11,8238,37603,3998,827,44934,2704
707,bookcorpus,exflow,7,11,9386,36907,5542,526,43113,2830
708,bookcorpus,exflow,8,11,8502,35555,4334,537,47174,2202
709,bookcorpus,exflow,9,11,8527,37727,5174,464,43763,2649
710,bookcorpus,exflow,10,11,8758,37852,4362,854,44350,2128
711,bookcorpus,exflow,11,11,9156,37169,5495,619,43259,2606
712,bookcorpus,exflow,12,11,8710,35788,5744,846,44583,2633
713,bookcorpus,exflow,13,11,7781,37584,4454,471,45223,2791
714,bookcorpus,exflow,14,11,9023,38244,4302,541,43630,2564
715,bookcorpus,exflow,15,11,7997,40701,5320,471,40632,3183
716,bookcorpus,exflow,16,11,10091,35982,3902,649,45530,2150
717,bookcorpus,exflow,17,11,8486,39081,5181,394,43443,1719
