,router_skew,iteration,layer_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1265,0.9,9,4,132360,120,136,112,184,80,136,136,168,144,88,128,128,112,88,80,160,128,112,160,136,120,136,120,88,104,152,96,120,112,128,152,104,88,136,88,120,160,120,144,144,96,120,128,80,88,128,128,104,168,112,112,112,168,216,104,88,136,216,168,128,128,104,80,96,112,120,112,96,144,96,112,48,160,168,104,72,224,112,152,128,72,176,192,64,104,96,144,96,96,128,80,104,136,136,128,96,136,144,88,144,112,128,136,96,64,88,48,104,112,120,112,128,56,152,104,56,80,80,96,120,64,120,112,160,128,96,128
1266,0.9,10,4,132568,136,152,168,96,80,160,96,168,48,160,112,128,104,112,136,144,144,104,128,144,128,104,96,88,96,96,168,128,120,120,136,96,88,104,128,80,152,104,104,128,128,128,96,104,128,120,120,112,112,88,136,96,144,64,184,176,72,152,152,88,120,104,72,112,96,56,112,112,104,104,96,136,120,168,152,136,88,120,152,128,112,112,104,64,80,136,96,96,128,128,192,128,160,216,136,56,144,128,104,120,136,88,120,120,144,112,112,96,72,136,112,104,120,88,144,72,72,80,104,112,80,120,104,168,104,136,120
1267,0.9,11,4,132560,144,112,144,152,96,128,120,120,80,88,144,104,88,144,152,152,152,112,144,128,176,96,88,152,144,96,88,152,144,136,96,120,64,136,136,176,128,112,80,144,72,88,104,96,112,120,96,136,120,168,64,104,120,112,104,72,120,200,128,168,136,96,104,32,136,136,160,160,32,128,128,96,160,80,112,144,152,112,104,64,128,192,152,112,128,120,136,168,64,96,72,112,144,160,128,128,136,128,80,104,144,144,48,80,72,72,80,136,128,120,136,96,88,128,120,80,96,88,136,136,128,136,88,48,112,104,120
1268,0.9,12,4,132168,64,136,176,112,128,104,168,80,104,128,120,96,128,200,80,168,96,128,88,120,120,104,88,104,152,88,80,112,120,136,128,160,136,88,176,88,88,96,120,112,88,120,104,104,160,152,104,88,80,48,144,128,104,136,96,80,88,152,120,144,152,112,80,136,136,120,120,96,72,88,192,72,104,128,152,136,112,160,152,136,128,120,200,136,168,104,120,88,128,120,104,176,136,120,128,112,136,96,96,144,80,128,120,104,112,168,136,120,96,184,128,136,96,112,88,136,152,56,104,136,112,168,120,160,112,112,136
1269,0.9,13,4,132856,88,112,104,104,104,88,160,168,104,64,56,88,184,144,104,120,128,112,96,104,96,72,104,112,184,64,136,112,128,112,104,112,80,72,128,144,56,120,88,120,56,88,88,88,168,104,144,80,152,112,144,104,88,80,48,128,152,104,72,120,96,112,64,96,120,128,128,96,128,104,144,104,128,64,168,104,112,136,224,168,112,96,136,160,112,120,192,120,104,128,168,120,144,176,96,128,120,152,96,120,88,120,88,96,176,128,120,80,128,120,104,104,136,96,120,96,144,112,104,104,144,176,56,144,80,96,120
1270,0.9,14,4,132912,136,96,80,152,152,112,144,104,128,64,112,144,120,96,136,96,104,144,88,120,88,96,120,120,160,144,136,96,128,144,136,136,128,80,144,144,80,96,80,96,72,144,120,128,128,136,208,160,80,144,104,128,120,168,136,112,112,112,56,88,152,104,120,120,152,128,72,112,144,104,128,96,96,120,120,64,128,88,104,152,96,72,88,120,112,96,112,104,136,168,72,136,96,104,144,136,72,80,104,128,120,152,120,80,72,96,80,40,120,120,96,64,88,176,64,112,120,112,64,128,136,160,112,128,168,112,88
1271,0.9,15,4,132816,136,112,184,96,152,176,112,112,80,120,104,96,120,160,112,112,128,96,136,168,120,104,128,88,104,112,128,64,192,96,192,88,152,72,80,128,120,96,80,80,72,112,144,88,104,120,120,96,128,80,104,80,136,128,136,72,96,72,112,112,96,120,104,88,136,128,80,120,144,72,112,96,104,96,120,136,112,96,72,96,112,128,96,136,168,112,88,104,128,168,96,104,88,104,88,192,64,72,120,136,152,96,88,136,168,176,112,144,88,112,80,112,128,128,152,104,120,144,104,168,128,128,120,152,104,104,112
1272,0.9,16,4,132432,160,144,64,112,128,160,152,72,120,80,152,144,104,80,104,128,120,104,136,136,160,112,80,128,128,120,64,120,88,128,104,96,96,96,72,120,136,152,152,96,104,144,104,128,176,128,64,80,104,96,128,152,72,104,112,144,80,112,104,120,184,112,136,104,152,112,112,104,112,136,184,120,96,120,152,48,120,128,104,120,128,96,96,104,56,144,144,120,112,96,88,120,152,136,104,112,112,112,104,136,64,72,144,152,88,136,192,128,128,104,136,104,128,160,192,104,104,120,104,128,56,136,128,160,112,176,136
1273,0.9,17,4,132760,128,72,80,112,152,104,128,168,88,96,120,96,136,136,56,152,96,56,208,64,104,96,88,136,48,120,104,120,160,56,112,120,192,136,104,136,88,144,104,88,104,128,128,88,168,56,184,120,72,88,96,120,128,128,80,80,96,136,80,88,104,176,56,96,144,144,136,160,80,120,152,88,120,104,96,136,96,112,152,104,120,96,104,80,104,168,144,144,112,80,128,128,96,72,144,88,128,176,104,120,104,112,80,112,96,72,168,136,128,104,184,152,104,88,144,144,152,128,72,136,144,128,168,96,168,112,80
1274,0.9,18,4,132240,104,128,80,72,144,80,112,176,144,128,152,96,176,88,128,112,120,64,176,88,96,88,88,72,144,176,88,112,120,136,168,104,88,80,160,80,152,136,48,88,96,136,200,120,152,104,112,104,88,128,96,120,64,152,168,112,128,120,80,56,120,96,144,88,104,152,120,120,112,176,160,192,128,112,152,136,152,152,184,160,104,152,128,104,144,136,112,64,104,80,112,96,128,152,104,112,128,176,144,88,104,88,112,152,104,96,88,96,152,96,104,168,48,88,104,176,80,176,96,136,72,128,144,112,152,176,112
1275,0.9,19,4,132288,152,136,104,144,88,152,72,88,120,112,144,112,128,144,120,144,152,152,104,120,144,152,112,152,120,80,88,88,120,128,80,112,80,96,72,112,184,136,192,152,112,144,152,96,64,136,96,104,120,96,136,128,136,120,144,128,112,120,112,80,96,184,160,184,176,128,48,104,144,112,96,104,136,112,120,136,112,120,184,56,144,128,168,104,144,96,96,88,96,128,80,136,72,112,80,144,120,104,152,96,112,56,144,112,168,88,56,112,144,96,104,96,88,96,144,136,136,128,128,88,136,104,128,168,160,88,128
1276,0.9,20,4,132968,136,104,104,80,144,128,96,88,152,168,72,56,136,128,88,152,72,96,104,88,128,112,96,160,96,152,112,128,80,88,96,112,112,176,88,128,136,112,80,104,80,128,96,128,64,144,104,96,104,144,56,104,104,168,168,96,48,80,136,144,120,120,88,72,136,168,128,144,176,104,136,120,64,152,120,160,160,144,208,112,136,72,96,144,120,120,96,144,136,96,104,104,120,144,120,80,160,152,80,80,176,88,80,56,184,120,144,88,112,104,64,104,72,96,96,112,88,96,96,136,96,120,128,120,112,80,104
1277,0.9,21,4,133160,104,112,96,120,56,72,168,72,152,80,112,72,112,104,96,128,112,160,120,96,96,80,168,152,128,96,72,72,104,136,104,88,128,80,96,120,152,144,64,112,80,120,80,136,128,152,128,104,120,216,208,152,88,64,104,112,112,112,112,128,128,88,120,88,176,104,120,120,112,120,120,120,112,64,104,168,120,48,120,136,136,96,104,128,152,136,144,120,112,120,80,104,96,96,144,152,56,120,128,120,144,80,72,64,112,88,120,96,192,168,136,72,88,136,72,96,120,104,168,104,56,88,80,96,72,88,160
1278,0.9,22,4,133520,96,96,136,88,88,96,184,176,88,64,72,120,80,120,112,112,64,72,96,112,160,152,88,128,56,120,144,160,104,136,56,176,112,168,96,64,104,88,80,80,64,72,80,128,96,88,104,120,56,112,64,152,88,72,128,120,112,88,88,112,120,136,104,128,64,120,112,136,144,136,128,80,104,72,112,88,112,96,120,32,112,88,104,136,168,88,160,120,120,112,160,104,128,96,72,152,176,136,144,104,128,80,112,104,112,112,104,88,112,88,200,88,144,112,112,72,88,88,64,136,160,120,104,160,120,96,120
1279,0.9,23,4,132960,96,112,64,128,88,152,80,88,128,120,80,96,96,136,152,112,136,88,104,96,112,152,88,112,104,88,120,144,144,104,128,112,64,80,72,80,112,120,160,112,160,112,64,152,104,80,72,152,120,104,120,104,144,192,120,112,152,160,120,152,120,88,128,136,120,112,96,80,128,144,112,160,120,88,112,104,104,40,136,152,112,96,88,160,88,120,120,120,64,104,96,120,144,80,120,152,104,152,88,128,200,104,96,128,128,112,96,152,96,112,104,112,128,120,184,64,112,104,120,96,96,128,96,80,112,136,88
1280,0.9,24,4,133272,184,56,184,80,104,144,128,104,112,104,136,80,144,136,64,96,152,120,136,112,88,96,184,152,120,144,112,152,208,104,136,80,88,96,128,104,72,80,152,152,104,104,104,96,96,96,128,104,136,48,40,104,104,136,96,128,128,72,88,128,144,88,96,72,80,120,136,128,128,72,80,120,168,96,80,104,48,136,96,88,128,160,64,128,112,128,112,80,120,144,96,64,80,104,144,88,112,88,152,128,88,136,104,120,136,112,80,112,176,72,176,152,80,168,88,112,80,64,104,80,88,128,96,152,104,96,104
1281,0.9,25,4,132800,88,128,80,112,104,56,88,128,56,128,120,104,144,104,104,80,128,64,112,144,176,104,120,80,96,112,120,96,112,144,128,120,128,112,64,72,184,128,136,240,72,96,168,104,56,112,104,128,136,168,152,184,96,96,168,192,72,152,128,136,128,112,136,128,80,176,120,88,136,72,128,136,72,88,112,120,160,88,112,96,128,128,144,120,88,96,160,128,152,160,144,80,112,112,80,88,96,128,136,128,64,128,104,104,112,80,152,64,80,80,104,152,128,144,128,104,120,112,152,112,128,80,88,96,96,104,80
1282,0.9,26,4,132584,152,72,160,80,72,160,104,160,72,120,128,80,128,96,128,136,136,64,120,104,168,112,152,96,128,176,104,112,88,144,72,88,104,88,176,160,88,96,112,112,104,128,152,88,80,72,88,112,96,128,104,96,144,120,136,112,112,168,112,136,128,136,96,136,120,208,120,144,112,96,96,80,144,48,104,112,104,136,200,144,136,112,168,128,152,104,144,160,112,128,136,104,96,96,72,88,152,112,104,160,128,128,96,72,184,120,80,136,136,160,96,120,80,88,104,88,96,144,72,160,120,112,80,96,152,72,88
1283,0.9,27,4,132808,128,88,80,160,48,152,72,176,144,104,80,112,112,112,112,72,112,144,152,120,128,72,88,96,104,112,176,128,128,96,128,144,88,128,128,128,128,120,96,128,176,80,88,88,88,96,80,128,104,80,88,144,136,120,104,128,112,104,152,136,72,96,184,128,72,160,144,112,160,96,136,72,72,80,88,24,104,64,120,88,104,120,104,88,72,104,80,152,152,96,112,88,152,120,160,160,96,184,112,120,144,136,176,128,96,120,104,120,128,120,112,152,152,80,88,120,104,208,128,120,64,160,152,120,160,72,80
1284,0.9,28,4,132664,104,104,104,136,128,144,160,168,96,160,144,104,96,72,104,112,144,144,144,96,120,88,104,96,80,80,96,104,64,104,96,152,96,136,64,96,96,128,128,160,72,160,112,128,136,176,136,128,144,112,160,200,96,88,120,136,64,96,168,160,136,72,104,128,104,168,104,112,112,104,88,120,96,120,96,128,88,88,80,88,96,96,104,88,144,152,72,104,144,208,80,152,80,136,112,136,152,112,120,80,104,136,192,104,144,136,128,88,136,104,112,144,128,120,88,104,144,88,88,104,144,88,96,112,112,136,64
1285,0.9,29,4,133032,160,88,160,80,112,120,112,120,136,120,96,104,80,120,144,168,104,152,96,136,96,104,152,104,80,112,104,128,96,120,136,136,96,120,72,112,120,80,120,112,88,168,144,128,128,88,168,136,80,136,104,112,112,72,80,88,144,104,88,104,112,120,104,152,96,152,136,88,192,104,128,56,88,88,136,72,56,144,88,80,96,104,144,120,88,88,168,104,72,160,176,88,120,120,144,88,144,128,112,24,72,72,128,160,80,88,104,96,152,160,88,96,104,136,80,88,136,104,80,120,152,136,72,120,144,168,128
1286,0.9,30,4,132456,120,112,152,128,80,96,128,56,72,112,112,80,120,96,104,96,128,104,128,112,112,104,96,120,88,88,120,120,144,152,120,152,152,80,168,88,96,136,104,104,120,56,136,128,64,192,120,88,128,104,96,104,168,72,88,104,96,80,136,136,136,168,136,120,128,128,80,144,168,112,88,96,104,96,112,184,144,112,120,112,96,152,144,112,96,128,144,64,184,120,128,112,112,128,72,104,136,96,136,104,128,104,144,96,80,128,136,144,144,168,168,192,104,160,112,112,104,160,88,112,136,128,160,152,80,72,136
1287,0.9,31,4,132904,128,120,176,120,120,72,184,128,88,200,128,88,104,208,128,160,72,72,112,88,144,96,144,96,112,144,96,96,128,48,144,104,136,96,128,120,120,88,128,88,128,80,128,128,136,104,128,40,48,72,152,112,160,128,120,80,136,96,160,72,152,136,96,112,104,96,80,136,128,136,128,120,184,136,72,80,112,144,120,48,96,120,136,104,128,112,120,120,96,96,136,168,56,128,80,112,128,96,112,64,96,88,96,88,104,112,104,112,88,72,200,160,120,136,160,96,88,112,112,136,128,104,104,112,56,152,128
1288,0.9,32,4,132416,104,200,168,168,152,72,120,104,144,144,120,160,128,120,136,64,120,176,96,120,128,136,160,128,208,128,120,128,112,152,88,104,72,56,96,128,128,96,64,176,72,104,80,72,136,112,152,136,96,112,176,64,144,144,104,120,192,104,104,96,144,112,128,104,128,136,80,112,80,64,128,96,80,88,128,80,160,64,112,80,136,144,104,96,144,72,168,112,192,128,112,168,184,136,160,104,88,112,144,112,104,96,80,160,88,80,88,104,160,168,112,176,112,144,64,120,136,48,128,152,96,112,96,72,72,144,64
1289,0.9,33,4,132568,136,160,120,112,80,104,80,96,192,120,88,80,128,48,96,160,128,104,120,104,168,96,64,120,88,104,200,104,144,72,104,152,112,184,128,104,88,112,80,112,160,208,96,72,128,168,112,88,88,144,112,88,96,80,72,168,112,112,80,104,88,152,120,112,200,104,152,112,104,144,128,112,152,128,48,80,80,104,112,96,136,88,120,160,136,96,104,96,88,96,96,112,136,128,88,232,120,120,112,80,128,160,112,144,112,128,104,104,120,128,168,152,144,136,96,88,104,184,120,88,144,144,72,144,112,96,104
1290,0.9,34,4,132608,144,136,176,72,136,72,112,120,184,160,144,88,112,128,120,64,136,184,144,136,120,104,176,120,136,88,104,112,120,88,96,152,144,104,96,80,128,192,112,80,136,128,112,48,112,104,88,112,96,88,80,144,176,176,152,144,144,72,112,112,136,112,120,64,72,88,160,144,88,96,72,88,128,136,152,120,120,56,160,96,96,88,104,88,144,120,112,96,64,96,96,96,128,200,80,128,88,112,104,120,88,152,168,144,144,120,80,136,88,120,120,80,120,144,56,136,112,128,80,168,128,104,160,88,80,112,168
1291,0.9,35,4,132928,104,64,128,80,112,168,120,112,56,152,128,160,56,80,128,120,72,96,152,104,128,96,152,72,192,112,128,152,64,96,104,96,88,56,96,80,120,128,176,144,104,104,80,72,128,152,88,120,112,136,128,176,136,64,104,96,128,152,128,88,184,72,96,144,152,88,80,120,120,112,80,120,128,144,120,112,120,112,104,64,104,168,128,136,152,72,104,184,120,96,152,56,136,144,88,120,128,96,136,88,144,96,80,80,152,112,152,64,112,160,32,120,136,88,88,104,120,112,192,144,112,96,136,136,96,104,112
1292,0.9,36,4,132272,144,128,144,32,64,96,112,112,88,64,112,104,104,136,120,104,120,136,72,128,80,112,112,120,128,96,96,104,120,104,192,72,96,112,160,96,72,112,112,104,144,128,144,128,168,136,88,96,152,136,136,128,128,112,112,128,128,80,112,88,120,128,184,168,104,120,144,120,120,104,176,144,112,80,136,96,168,152,120,152,152,128,128,96,152,168,88,144,112,104,88,120,112,232,144,112,152,136,112,48,160,72,176,112,88,136,64,96,152,128,128,136,104,160,136,96,72,104,136,112,96,104,144,104,120,112,168
1293,0.9,37,4,133320,136,152,136,56,136,144,104,208,112,136,88,152,104,72,104,168,104,144,160,144,88,128,104,136,152,48,56,104,136,88,112,112,104,104,88,144,96,104,96,120,128,120,72,80,128,96,120,104,168,136,120,104,72,96,72,88,136,120,80,136,56,72,112,112,80,88,160,104,88,112,120,128,184,136,96,152,152,72,144,136,72,88,80,104,72,120,136,128,64,64,64,96,136,120,152,120,136,160,120,168,88,104,104,96,128,72,104,136,72,72,64,136,96,96,136,88,128,88,120,120,120,88,80,144,104,72,120
1294,0.9,38,4,132600,152,120,176,128,120,176,160,136,80,96,216,112,136,80,64,112,120,120,80,160,168,96,72,80,160,96,56,136,88,112,88,128,144,136,80,80,112,144,152,128,120,120,104,144,136,112,64,144,120,120,136,88,64,120,128,120,104,104,88,80,88,120,128,168,88,88,80,80,104,120,104,112,128,80,128,112,152,144,104,80,144,88,144,112,96,120,136,80,144,120,168,120,104,128,104,80,120,168,136,96,152,104,176,72,136,96,184,160,136,120,80,120,88,56,144,104,112,96,120,112,96,112,136,128,104,128,152
1295,0.9,39,4,133504,56,112,128,144,88,120,136,80,136,152,120,96,128,112,160,72,120,152,80,88,96,120,104,120,96,136,80,88,56,80,104,112,112,144,112,176,120,120,80,80,88,64,56,80,80,96,120,128,104,120,120,112,88,96,120,88,56,128,88,160,80,80,144,104,112,120,88,56,112,96,88,176,104,144,120,112,96,112,72,104,112,136,120,104,64,104,120,88,88,128,120,80,144,120,120,120,144,144,128,128,88,128,152,160,112,80,96,112,104,160,120,104,80,104,120,96,72,120,56,104,176,112,136,96,144,128,152
1296,0.9,40,4,133632,96,168,104,112,104,128,32,120,96,72,120,96,128,104,96,152,64,128,136,160,80,104,104,96,96,128,120,40,152,64,120,104,168,80,96,48,152,104,104,96,104,112,112,144,136,120,120,112,120,120,112,72,168,128,152,176,104,112,80,80,80,88,80,136,48,104,120,112,152,104,104,80,152,128,112,120,160,72,64,88,160,128,80,80,104,112,120,96,128,104,80,128,104,80,144,152,72,64,104,104,144,152,144,152,88,64,136,112,88,64,120,120,120,48,48,104,128,72,152,120,112,96,96,120,88,136,96
1297,0.9,41,4,132664,96,80,152,104,120,136,104,120,136,128,112,144,184,128,144,96,136,80,64,112,104,120,56,104,112,96,128,128,64,144,88,112,128,160,128,128,96,88,80,128,136,112,184,72,152,176,152,120,144,144,104,160,168,184,144,168,152,80,120,72,160,88,80,176,72,96,64,104,136,136,88,128,128,120,80,112,104,80,120,88,80,160,120,136,192,168,88,120,176,104,128,128,48,104,40,128,128,136,88,128,72,72,80,144,72,144,88,88,120,104,104,128,128,192,120,96,128,72,56,88,88,120,128,112,128,104,144
1298,0.9,42,4,132208,96,80,112,64,120,56,64,128,152,112,152,144,168,120,128,48,88,128,96,120,80,128,112,144,120,120,56,112,88,88,64,168,120,168,152,200,136,136,80,104,128,72,112,168,136,72,128,96,120,96,56,160,96,56,104,96,128,176,120,88,120,128,96,136,144,128,168,144,104,136,112,104,136,128,144,96,104,136,104,176,112,136,176,144,152,144,96,112,80,152,144,184,144,96,128,104,152,144,152,104,136,88,96,72,176,144,128,88,120,96,208,128,120,168,136,72,80,176,144,64,136,120,152,88,128,88,136
1299,0.9,43,4,132456,168,72,112,112,136,96,72,168,120,136,96,104,88,104,88,80,128,80,72,112,168,144,120,104,88,104,144,136,160,120,96,112,80,144,112,176,120,128,104,72,80,88,160,168,104,144,96,88,144,72,104,128,144,120,128,112,136,104,96,136,80,160,120,80,136,128,112,112,88,96,80,144,200,152,128,128,120,128,128,104,88,120,160,136,112,136,64,144,48,120,152,72,136,72,112,136,128,160,136,152,112,104,112,88,112,136,136,88,128,88,104,152,112,96,152,104,120,136,128,80,104,120,104,160,216,120,152
1300,0.9,44,4,133256,88,88,160,96,112,112,144,128,56,104,136,56,200,128,152,112,88,176,136,88,144,96,120,112,104,120,80,144,136,96,88,104,104,80,96,112,104,112,104,104,112,128,128,72,104,144,88,80,96,144,96,160,104,112,144,96,80,120,120,88,96,56,104,104,80,136,112,120,96,112,120,120,136,80,144,112,96,152,144,120,144,104,56,104,80,64,88,176,120,112,128,136,120,104,104,128,80,88,144,104,128,208,136,104,144,120,88,56,152,168,144,144,32,88,88,96,112,80,88,112,112,112,104,152,88,120,64
1301,0.9,45,4,132560,64,96,80,128,104,136,88,104,96,96,112,136,64,112,104,152,144,144,104,128,136,96,160,104,88,128,120,48,96,144,136,136,160,160,96,112,104,152,120,128,128,128,120,104,144,72,128,112,128,88,120,160,120,96,128,144,144,152,96,136,136,120,80,128,88,88,96,88,96,128,80,112,152,104,96,112,128,112,152,136,128,80,144,72,104,152,128,112,144,96,112,136,136,152,128,128,144,136,136,128,144,136,120,144,104,136,144,96,112,176,120,136,64,104,104,152,128,88,104,96,40,128,56,168,136,80,88
1302,0.9,46,4,132456,136,152,152,120,160,112,152,56,96,120,128,96,144,88,104,152,168,136,152,96,136,136,200,88,112,152,48,96,160,96,96,112,152,96,104,80,144,128,112,112,104,128,72,104,96,128,64,104,112,72,144,128,136,192,88,120,96,112,144,160,80,104,88,136,120,120,176,96,80,104,104,152,120,128,56,120,160,152,64,88,104,48,112,72,160,96,136,128,128,80,112,136,144,160,120,120,88,128,104,128,152,112,112,96,56,112,120,88,80,96,184,112,112,80,152,128,112,104,112,96,136,208,176,152,168,96,112
1303,0.9,47,4,132976,128,80,112,96,128,88,200,120,88,136,112,136,80,96,136,112,120,128,104,112,96,112,104,136,152,112,104,80,104,136,72,128,112,72,136,136,112,128,96,152,128,120,136,88,136,136,128,88,136,56,96,56,136,40,144,128,72,88,104,112,112,144,160,136,112,104,120,152,96,128,144,112,120,96,72,120,96,104,128,144,104,64,80,128,112,72,120,104,128,176,136,96,160,88,104,88,112,120,144,104,128,104,104,88,96,136,136,144,112,176,80,112,112,128,128,88,120,96,128,96,152,160,56,96,128,104,112
1304,0.9,48,4,133096,64,104,144,112,128,152,88,160,120,104,96,128,96,104,136,56,40,120,104,128,128,160,96,104,120,136,152,88,112,64,104,104,112,112,104,104,208,88,104,128,104,64,72,104,152,112,112,120,88,112,160,64,112,88,88,128,104,96,80,112,96,144,104,152,104,104,104,120,120,176,104,96,80,128,96,80,136,120,120,160,128,144,88,136,120,72,104,104,104,96,104,128,120,96,144,184,128,128,112,184,80,160,128,80,64,104,88,72,112,112,152,104,120,136,144,56,112,120,136,112,112,120,144,96,144,72,128
1305,0.9,49,4,132464,72,80,96,104,104,80,152,152,104,104,160,136,128,88,136,120,120,136,128,96,80,128,72,144,96,136,64,128,136,64,176,104,112,128,120,144,80,152,160,64,104,120,128,80,96,152,80,104,72,104,120,144,104,88,144,96,128,120,88,136,104,96,128,120,96,112,136,104,160,120,152,88,104,120,104,128,48,80,160,112,144,152,80,120,120,136,112,80,104,88,144,88,104,128,144,168,208,136,104,128,128,112,120,104,112,120,88,136,56,80,160,136,192,112,104,120,152,168,104,192,152,96,176,112,104,192,112
1306,0.9,50,4,132688,112,104,112,136,144,96,192,96,120,120,88,128,112,128,128,128,96,120,96,168,88,96,96,120,152,144,104,120,104,104,88,96,72,128,120,104,72,184,96,160,128,168,80,104,72,160,144,152,104,120,128,80,112,88,72,72,136,112,168,168,112,120,128,120,96,184,128,136,104,152,192,96,104,88,120,112,120,104,88,88,96,128,144,96,104,120,216,128,104,176,104,120,88,128,96,88,72,112,64,112,120,120,136,128,72,120,104,88,56,96,128,88,72,120,120,120,120,104,144,80,144,128,104,128,112,176,112
1307,0.9,51,4,132592,128,136,112,80,64,200,144,224,96,104,136,112,104,112,104,136,144,168,144,88,80,56,128,88,80,128,96,104,120,88,104,128,88,88,128,144,96,144,88,96,112,144,152,136,112,152,144,112,72,128,120,80,144,96,104,136,112,120,112,112,128,88,96,112,88,200,104,64,104,168,80,72,152,120,128,136,128,152,144,120,112,88,104,160,120,136,120,64,120,152,160,96,104,120,112,112,120,104,160,88,152,144,136,96,136,136,112,128,96,128,128,104,72,80,96,128,120,144,72,96,104,88,152,120,192,112,48
1308,0.9,52,4,132792,112,120,104,112,88,64,64,112,96,104,88,152,144,120,136,128,128,120,160,80,144,88,168,80,120,128,168,96,112,144,128,72,104,104,144,88,96,64,120,128,80,80,176,176,136,144,104,96,96,96,176,56,128,136,136,80,160,64,80,88,136,136,104,80,184,144,120,96,136,88,168,136,120,72,104,120,120,112,104,144,128,128,144,80,96,104,128,88,120,72,120,112,152,104,136,128,104,128,120,112,128,176,120,88,152,136,80,104,104,112,104,88,120,80,88,136,120,144,120,152,48,128,120,80,88,120,184
1309,0.9,53,4,132912,112,104,136,96,104,104,72,184,112,144,120,136,64,144,200,72,80,120,96,112,104,136,120,112,144,80,152,128,104,136,128,152,104,48,112,88,72,104,136,80,72,112,112,80,152,112,64,112,72,112,184,96,136,120,72,120,128,96,152,120,80,88,88,136,104,112,112,104,88,120,112,216,104,160,64,120,144,96,192,152,136,120,96,144,96,120,104,88,152,104,128,96,104,120,168,88,72,120,120,72,96,72,144,104,120,48,88,96,112,128,128,144,96,128,152,144,96,152,80,160,144,144,96,80,144,104,128
1310,0.9,54,4,132728,64,136,88,96,96,184,72,144,112,160,120,160,120,72,120,32,136,96,144,88,160,80,112,104,152,128,120,112,136,128,128,168,88,80,96,112,128,128,96,112,136,152,120,160,96,112,104,120,112,112,136,104,88,104,104,152,200,152,144,112,168,88,160,128,128,104,192,128,88,112,56,136,104,144,80,112,96,168,88,96,88,48,88,88,104,88,160,128,64,104,72,120,160,128,104,104,160,88,88,120,128,80,112,128,120,112,120,72,96,104,144,112,112,112,144,128,128,80,168,144,120,96,144,144,64,128,80
1311,0.9,55,4,132976,112,112,128,112,48,104,104,136,128,104,136,160,152,112,136,104,104,136,128,152,96,96,88,136,112,104,136,112,160,168,120,120,136,112,176,120,96,112,160,112,112,88,104,96,120,112,80,136,96,168,160,104,144,136,72,64,80,88,104,120,136,184,96,120,120,96,120,120,128,96,56,88,128,144,112,72,144,72,112,128,120,112,144,112,72,160,112,64,120,56,104,72,128,96,112,128,176,88,80,104,104,128,80,80,144,80,104,88,152,128,104,80,120,136,104,104,160,88,88,88,80,104,128,168,96,96,152
1312,0.9,56,4,132144,80,144,176,112,200,168,168,160,136,144,144,120,128,104,56,96,128,120,160,168,144,136,104,160,168,112,168,104,80,128,120,128,112,128,120,96,152,104,88,72,96,80,152,168,144,136,96,136,88,104,104,176,136,192,48,136,88,104,120,96,96,168,152,104,120,72,96,88,48,56,112,96,136,112,136,120,168,128,128,192,104,128,144,128,144,128,120,152,152,112,120,128,136,136,128,80,112,144,152,104,64,104,88,120,128,104,120,72,120,88,80,200,144,80,136,56,144,120,72,104,104,120,112,112,80,112,112
1313,0.9,57,4,132688,88,104,104,88,128,96,136,192,136,160,120,56,96,120,88,112,112,128,152,128,144,104,152,144,72,144,96,120,136,96,120,136,144,96,136,80,64,112,56,112,112,88,80,120,96,136,80,88,136,104,104,128,112,104,128,96,120,112,168,112,80,184,104,160,120,80,112,80,80,136,112,128,144,192,56,104,112,96,104,120,144,120,144,112,184,128,120,136,88,56,80,88,144,128,168,128,72,96,128,112,144,112,88,104,144,88,80,56,128,120,136,88,160,144,112,96,176,88,192,168,112,136,96,80,104,168,136
1314,0.9,58,4,133032,64,104,136,88,112,104,136,112,104,120,136,112,184,128,96,64,112,104,120,128,80,104,104,112,128,128,120,88,112,136,64,128,120,96,120,104,136,104,88,128,120,112,104,112,72,112,160,96,152,80,120,112,128,120,136,104,88,88,112,80,88,120,176,168,120,72,88,128,160,120,152,88,120,120,144,112,128,128,160,88,88,72,120,88,136,128,80,176,128,112,80,128,96,112,104,144,224,96,160,120,120,144,104,120,64,104,152,104,112,80,128,96,120,128,40,120,96,120,72,64,128,120,48,120,144,120,112
1315,0.9,59,4,132720,136,72,112,88,104,152,112,136,176,96,112,128,64,160,152,88,104,144,136,120,120,120,184,104,104,144,168,128,40,112,96,120,120,88,120,96,112,112,72,104,112,104,128,88,112,120,112,96,136,104,112,128,96,96,120,72,152,88,96,64,160,120,104,128,104,128,120,168,96,72,80,96,96,96,168,160,152,72,56,88,192,128,160,128,80,152,80,56,96,136,136,144,176,96,168,152,112,120,88,96,104,104,80,128,144,104,104,96,96,128,152,136,176,136,80,120,112,104,112,72,136,136,120,136,144,104,120
